subregion,subregion_name,year,native_class,pixel_count,area_ha
190202,Prince William Sound,2023,unknown defoliator,667,60.03
190202,Prince William Sound,2024,flooding-high water,239,21.51
190202,Prince William Sound,2024,"other canker agent, known (code pending)",347,31.23
190202,Prince William Sound,2024,spruce beetle,78,7.02
190202,Prince William Sound,2024,unknown,30,2.7
190202,Prince William Sound,2025,flooding-high water,66,5.94
190202,Prince William Sound,2025,snow-ice,8,0.72
190202,Prince William Sound,2025,spruce beetle,32,2.88
190202,Prince William Sound,2025,western blackheaded budworm,211663,19049.67
190203,Kenai Peninsula,1997,defoliators,3263,293.67
190203,Kenai Peninsula,1997,fire,108,9.72
190203,Kenai Peninsula,1997,flooding-high water,264,23.76
190203,Kenai Peninsula,1997,large aspen tortrix,1017,91.53
190203,Kenai Peninsula,1997,large-spored spruce-Labrador tea rust,48418,4357.62
190203,Kenai Peninsula,1997,northern spruce engraver,175,15.75
190203,Kenai Peninsula,1997,spruce beetle,1238409,111456.81
190203,Kenai Peninsula,1997,western blackheaded budworm,81,7.29
190203,Kenai Peninsula,1997,willow leaf blotchminer,13,1.17
190203,Kenai Peninsula,1997,wind-tornado/hurricane,3521,316.89
190203,Kenai Peninsula,1998,Chrysomela leaf beetle,9009,810.81
190203,Kenai Peninsula,1998,fire,927,83.43
190203,Kenai Peninsula,1998,flooding-high water,337,30.33
190203,Kenai Peninsula,1998,large aspen tortrix,57670,5190.3
190203,Kenai Peninsula,1998,large-spored spruce-Labrador tea rust,451,40.59
190203,Kenai Peninsula,1998,northern spruce engraver,39,3.51
190203,Kenai Peninsula,1998,spruce beetle,740449,66640.41
190203,Kenai Peninsula,1999,fire,5143,462.87
190203,Kenai Peninsula,1999,flooding-high water,451,40.59
190203,Kenai Peninsula,1999,large aspen tortrix,2602,234.18
190203,Kenai Peninsula,1999,mud-land slide,194,17.46
190203,Kenai Peninsula,1999,northern spruce engraver,305,27.45
190203,Kenai Peninsula,1999,spruce beetle,293879,26449.11
190203,Kenai Peninsula,1999,willow leaf blotchminer,18,1.62
190203,Kenai Peninsula,2000,defoliators,3520,316.8
190203,Kenai Peninsula,2000,mud-land slide,1776,159.84
190203,Kenai Peninsula,2000,spruce beetle,233203,20988.27
190203,Kenai Peninsula,2001,defoliators,5265,473.85
190203,Kenai Peninsula,2001,fire,11229,1010.61
190203,Kenai Peninsula,2001,flooding-high water,88,7.92
190203,Kenai Peninsula,2001,northern spruce engraver,35,3.15
190203,Kenai Peninsula,2001,spruce beetle,134932,12143.88
190203,Kenai Peninsula,2001,western blackheaded budworm,997,89.73
190203,Kenai Peninsula,2001,willow leaf blotchminer,265,23.85
190203,Kenai Peninsula,2002,Chrysomela leaf beetle,200,18.0
190203,Kenai Peninsula,2002,birch leafminer,1444,129.96
190203,Kenai Peninsula,2002,defoliators,2920,262.8
190203,Kenai Peninsula,2002,flooding-high water,31,2.79
190203,Kenai Peninsula,2002,northern spruce engraver,148,13.32
190203,Kenai Peninsula,2002,spruce beetle,43176,3885.84
190203,Kenai Peninsula,2002,wind-tornado/hurricane,2,0.18
190203,Kenai Peninsula,2003,aspen leafminer,43,3.87
190203,Kenai Peninsula,2003,birch leafminer,2943,264.87
190203,Kenai Peninsula,2003,birch leafroller,322,28.98
190203,Kenai Peninsula,2003,defoliators,2947,265.23
190203,Kenai Peninsula,2003,spruce beetle,78524,7067.16
190203,Kenai Peninsula,2004,aspen leafminer,94,8.46
190203,Kenai Peninsula,2004,birch leafminer,5560,500.4
190203,Kenai Peninsula,2004,decline complex,3981,358.29
190203,Kenai Peninsula,2004,defoliators,1877,168.93
190203,Kenai Peninsula,2004,spruce beetle,24846,2236.14
190203,Kenai Peninsula,2005,birch leafminer,3685,331.65
190203,Kenai Peninsula,2005,defoliators,8774,789.66
190203,Kenai Peninsula,2005,fire,40863,3677.67
190203,Kenai Peninsula,2005,flooding-high water,528,47.52
190203,Kenai Peninsula,2005,mud-land slide,200,18.0
190203,Kenai Peninsula,2005,spruce beetle,33737,3036.33
190203,Kenai Peninsula,2005,willow leaf blotchminer,48,4.32
190203,Kenai Peninsula,2006,aspen leafminer,6225,560.25
190203,Kenai Peninsula,2006,defoliators,2476,222.84
190203,Kenai Peninsula,2006,large aspen tortrix,5918,532.62
190203,Kenai Peninsula,2006,northern spruce engraver,486,43.74
190203,Kenai Peninsula,2006,spruce beetle,60311,5427.99
190203,Kenai Peninsula,2006,spruce broom rust,50,4.5
190203,Kenai Peninsula,2007,aspen leafminer,2666,239.94
190203,Kenai Peninsula,2007,defoliators,412,37.08
190203,Kenai Peninsula,2007,flooding-high water,12473,1122.57
190203,Kenai Peninsula,2007,northern spruce engraver,363,32.67
190203,Kenai Peninsula,2007,spruce beetle,81493,7334.37
190203,Kenai Peninsula,2007,wind-tornado/hurricane,198,17.82
190203,Kenai Peninsula,2009,aspen leafminer,18965,1706.85
190203,Kenai Peninsula,2009,decline complex,108,9.72
190203,Kenai Peninsula,2009,flooding-high water,412,37.08
190203,Kenai Peninsula,2009,spear-marked black moth,64351,5791.59
190203,Kenai Peninsula,2009,spruce beetle,37666,3389.94
190203,Kenai Peninsula,2010,aspen leafminer,14965,1346.85
190203,Kenai Peninsula,2010,canker (general),5066,455.94
190203,Kenai Peninsula,2010,defoliators,1030,92.7
190203,Kenai Peninsula,2010,flooding-high water,117,10.53
190203,Kenai Peninsula,2010,large aspen tortrix,610,54.9
190203,Kenai Peninsula,2010,large-spored spruce-Labrador tea rust,61,5.49
190203,Kenai Peninsula,2010,spear-marked black moth,711,63.99
190203,Kenai Peninsula,2010,spruce beetle,16123,1451.07
190203,Kenai Peninsula,2010,willow leaf blotchminer,4084,367.56
190203,Kenai Peninsula,2011,aspen leafminer,72,6.48
190203,Kenai Peninsula,2011,defoliators,50464,4541.76
190203,Kenai Peninsula,2011,dieback,31682,2851.38
190203,Kenai Peninsula,2011,flooding-high water,96,8.64
190203,Kenai Peninsula,2011,large aspen tortrix,570,51.3
190203,Kenai Peninsula,2011,large-spored spruce-Labrador tea rust,115,10.35
190203,Kenai Peninsula,2011,spruce beetle,22639,2037.51
190203,Kenai Peninsula,2011,willow leaf blotchminer,2282,205.38
190203,Kenai Peninsula,2012,defoliators,44670,4020.3
190203,Kenai Peninsula,2012,flooding-high water,41,3.69
190203,Kenai Peninsula,2012,hemlock sawfly,9927,893.43
190203,Kenai Peninsula,2012,"other wilt, known (code pending)",83,7.47
190203,Kenai Peninsula,2012,spruce beetle,5616,505.44
190203,Kenai Peninsula,2012,willow leaf blotchminer,3005,270.45
190203,Kenai Peninsula,2013,birch leafroller,113452,10210.68
190203,Kenai Peninsula,2013,decline complex,15213,1369.17
190203,Kenai Peninsula,2013,defoliators,81799,7361.91
190203,Kenai Peninsula,2013,flooding-high water,75,6.75
190203,Kenai Peninsula,2013,spear-marked black moth,401,36.09
190203,Kenai Peninsula,2013,spruce beetle,963,86.67
190203,Kenai Peninsula,2013,willow leaf blotchminer,2221,199.89
190203,Kenai Peninsula,2014,aspen leafminer,31,2.79
190203,Kenai Peninsula,2014,birch leafminer,105,9.45
190203,Kenai Peninsula,2014,decline complex,9766,878.94
190203,Kenai Peninsula,2014,defoliators,15308,1377.72
190203,Kenai Peninsula,2014,flooding-high water,303,27.27
190203,Kenai Peninsula,2014,spruce beetle,688,61.92
190203,Kenai Peninsula,2015,birch leafminer,918,82.62
190203,Kenai Peninsula,2015,flooding-high water,1162,104.58
190203,Kenai Peninsula,2015,large aspen tortrix,3223,290.07
190203,Kenai Peninsula,2015,spruce aphid,5520,496.8
190203,Kenai Peninsula,2015,spruce beetle,32316,2908.44
190203,Kenai Peninsula,2015,unknown canker,1505,135.45
190203,Kenai Peninsula,2015,unknown defoliator,48129,4331.61
190203,Kenai Peninsula,2016,aspen leafminer,144,12.96
190203,Kenai Peninsula,2016,flooding-high water,163,14.67
190203,Kenai Peninsula,2016,northern spruce engraver,44,3.96
190203,Kenai Peninsula,2016,spruce aphid,76368,6873.12
190203,Kenai Peninsula,2016,spruce beetle,72873,6558.57
190203,Kenai Peninsula,2016,spruce broom rust,256,23.04
190203,Kenai Peninsula,2016,unknown canker,1372,123.48
190203,Kenai Peninsula,2016,unknown defoliator,40353,3631.77
190203,Kenai Peninsula,2016,willow leaf blotchminer,871,78.39
190203,Kenai Peninsula,2016,wind-tornado/hurricane,131,11.79
190203,Kenai Peninsula,2017,mud-land slide,74,6.66
190203,Kenai Peninsula,2017,northern spruce engraver,1416,127.44
190203,Kenai Peninsula,2017,"other canker agent, known (code pending)",929,83.61
190203,Kenai Peninsula,2017,spruce beetle,247689,22292.01
190203,Kenai Peninsula,2017,unknown canker,34,3.06
190203,Kenai Peninsula,2017,unknown defoliator,27368,2463.12
190203,Kenai Peninsula,2017,willow leaf blotchminer,99,8.91
190203,Kenai Peninsula,2018,flooding-high water,79,7.11
190203,Kenai Peninsula,2018,large-spored spruce-Labrador tea rust,1368,123.12
190203,Kenai Peninsula,2018,"other canker agent, known (code pending)",23,2.07
190203,Kenai Peninsula,2018,spruce beetle,214977,19347.93
190203,Kenai Peninsula,2018,unknown,510,45.9
190203,Kenai Peninsula,2018,unknown defoliator,59065,5315.85
190203,Kenai Peninsula,2019,aspen leafminer,20,1.8
190203,Kenai Peninsula,2019,birch leafminer,383271,34494.39
190203,Kenai Peninsula,2019,cottonwood leaf beetle,383,34.47
190203,Kenai Peninsula,2019,flooding-high water,54,4.86
190203,Kenai Peninsula,2019,large-spored spruce-Labrador tea rust,4,0.36
190203,Kenai Peninsula,2019,"other canker agent, known (code pending)",50,4.5
190203,Kenai Peninsula,2019,spruce beetle,27395,2465.55
190203,Kenai Peninsula,2019,spruce broom rust,91,8.19
190203,Kenai Peninsula,2019,unknown,23,2.07
190203,Kenai Peninsula,2019,unknown defoliator,713,64.17
190203,Kenai Peninsula,2020,aspen leafminer,123,11.07
190203,Kenai Peninsula,2020,drought,547,49.23
190203,Kenai Peninsula,2020,"other canker agent, known (code pending)",10,0.9
190203,Kenai Peninsula,2020,spruce beetle,97937,8814.33
190203,Kenai Peninsula,2020,unknown defoliator,3602,324.18
190203,Kenai Peninsula,2021,drought,212,19.08
190203,Kenai Peninsula,2021,flooding-high water,156,14.04
190203,Kenai Peninsula,2021,large-spored spruce-Labrador tea rust,602,54.18
190203,Kenai Peninsula,2021,northern spruce engraver,14,1.26
190203,Kenai Peninsula,2021,"other canker agent, known (code pending)",400,36.0
190203,Kenai Peninsula,2021,spruce beetle,175204,15768.36
190203,Kenai Peninsula,2021,spruce broom rust,6,0.54
190203,Kenai Peninsula,2021,unknown,124,11.16
190203,Kenai Peninsula,2021,unknown canker,55,4.95
190203,Kenai Peninsula,2021,unknown defoliator,4713,424.17
190203,Kenai Peninsula,2022,flooding-high water,178,16.02
190203,Kenai Peninsula,2022,"other canker agent, known (code pending)",1369,123.21
190203,Kenai Peninsula,2022,snow-ice,35,3.15
190203,Kenai Peninsula,2022,spruce beetle,258200,23238.0
190203,Kenai Peninsula,2022,spruce broom rust,6,0.54
190203,Kenai Peninsula,2022,unknown,165,14.85
190203,Kenai Peninsula,2022,unknown defoliator,40447,3640.23
190203,Kenai Peninsula,2022,wind-tornado/hurricane,17,1.53
190203,Kenai Peninsula,2023,flooding-high water,81,7.29
190203,Kenai Peninsula,2023,large-spored spruce-Labrador tea rust,921,82.89
190203,Kenai Peninsula,2023,northern spruce engraver and spruce beetle,340,30.6
190203,Kenai Peninsula,2023,"other canker agent, known (code pending)",57,5.13
190203,Kenai Peninsula,2023,spruce beetle,372892,33560.28
190203,Kenai Peninsula,2023,unknown,153,13.77
190203,Kenai Peninsula,2023,unknown defoliator,20191,1817.19
190203,Kenai Peninsula,2024,bears,71,6.39
190203,Kenai Peninsula,2024,flooding-high water,951,85.59
190203,Kenai Peninsula,2024,follow-up 10,156,14.04
190203,Kenai Peninsula,2024,large-spored spruce-Labrador tea rust,525,47.25
190203,Kenai Peninsula,2024,northern spruce engraver and spruce beetle,355,31.95
190203,Kenai Peninsula,2024,"other canker agent, known (code pending)",59,5.31
190203,Kenai Peninsula,2024,"other defoliator, known (code pending)",269,24.21
190203,Kenai Peninsula,2024,spruce beetle,43230,3890.7
190203,Kenai Peninsula,2024,unknown abiotic damage,191,17.19
190203,Kenai Peninsula,2024,unknown defoliator,5927,533.43
190203,Kenai Peninsula,2024,wind-tornado/hurricane,27,2.43
190203,Kenai Peninsula,2025,birch leafminer,339883,30589.47
190203,Kenai Peninsula,2025,flooding-high water,326,29.34
190203,Kenai Peninsula,2025,mud-land slide,17,1.53
190203,Kenai Peninsula,2025,northern spruce engraver and spruce beetle,32,2.88
190203,Kenai Peninsula,2025,spruce aphid,13,1.17
190203,Kenai Peninsula,2025,spruce beetle,12202,1098.18
190203,Kenai Peninsula,2025,unknown defoliator,3770,339.3
190203,Kenai Peninsula,2025,unknown foliage or shoot disease,7957,716.13
190203,Kenai Peninsula,2025,western blackheaded budworm,10162,914.58
190303,Nushagak River,1999,flooding-high water,276,24.84
190303,Nushagak River,2000,flooding-high water,198,17.82
190303,Nushagak River,2001,spruce beetle,8774,789.66
190303,Nushagak River,2001,western blackheaded budworm,134312,12088.08
190303,Nushagak River,2002,Chrysomela leaf beetle,670,60.3
190303,Nushagak River,2002,birch leafminer,2155,193.95
190303,Nushagak River,2002,defoliators,139048,12514.32
190303,Nushagak River,2002,spruce budworm,23293,2096.37
190303,Nushagak River,2003,defoliators,59028,5312.52
190303,Nushagak River,2003,spruce beetle,25023,2252.07
190303,Nushagak River,2003,western blackheaded budworm,51373,4623.57
190303,Nushagak River,2004,defoliators,5878,529.02
190303,Nushagak River,2004,spruce beetle,1035,93.15
190303,Nushagak River,2004,willow leaf blotchminer,741,66.69
190303,Nushagak River,2005,defoliators,7603,684.27
190303,Nushagak River,2005,skeletonizer,13236,1191.24
190303,Nushagak River,2005,spruce beetle,1700,153.0
190303,Nushagak River,2006,defoliators,11305,1017.45
190303,Nushagak River,2006,skeletonizer,4391,395.19
190303,Nushagak River,2006,spruce beetle,16416,1477.44
190303,Nushagak River,2007,defoliators,3313,298.17
190303,Nushagak River,2007,flooding-high water,311,27.99
190303,Nushagak River,2007,spruce beetle,1385,124.65
190303,Nushagak River,2007,willow leaf blotchminer,389,35.01
190303,Nushagak River,2008,flooding-high water,205,18.45
190303,Nushagak River,2008,northern spruce engraver,415,37.35
190303,Nushagak River,2008,spruce beetle,244,21.96
190303,Nushagak River,2009,decline complex,564,50.76
190303,Nushagak River,2009,defoliators,751,67.59
190303,Nushagak River,2009,flooding-high water,19,1.71
190303,Nushagak River,2009,northern spruce engraver,278,25.02
190303,Nushagak River,2009,spruce beetle,687,61.83
190303,Nushagak River,2010,blight,7811,702.99
190303,Nushagak River,2010,canker (general),300,27.0
190303,Nushagak River,2010,defoliators,104638,9417.42
190303,Nushagak River,2010,flooding-high water,1229,110.61
190303,Nushagak River,2010,western blackheaded budworm,1555,139.95
190303,Nushagak River,2010,willow leaf blotchminer,21671,1950.39
190303,Nushagak River,2011,aspen leafminer,12482,1123.38
190303,Nushagak River,2011,birch aphid,34,3.06
190303,Nushagak River,2011,defoliators,63369,5703.21
190303,Nushagak River,2011,dieback,51468,4632.12
190303,Nushagak River,2011,willow leaf blotchminer,21178,1906.02
190303,Nushagak River,2012,cottonwood leafminers,218,19.62
190303,Nushagak River,2012,defoliators,292519,26326.71
190303,Nushagak River,2012,flooding-high water,649,58.41
190303,Nushagak River,2012,"other wilt, known (code pending)",1243,111.87
190303,Nushagak River,2012,willow leaf blotchminer,24343,2190.87
190303,Nushagak River,2013,birch leafroller,24010,2160.9
190303,Nushagak River,2013,decline complex,7099,638.91
190303,Nushagak River,2013,defoliators,17189,1547.01
190303,Nushagak River,2013,flooding-high water,219,19.71
190303,Nushagak River,2013,western blackheaded budworm,544771,49029.39
190303,Nushagak River,2013,willow leaf blotchminer,24281,2185.29
190303,Nushagak River,2014,birch leafroller,83926,7553.34
190303,Nushagak River,2014,decline complex,12695,1142.55
190303,Nushagak River,2014,defoliators,106288,9565.92
190303,Nushagak River,2014,dieback,11796,1061.64
190303,Nushagak River,2014,flooding-high water,1107,99.63
190303,Nushagak River,2014,northern spruce engraver,78,7.02
190303,Nushagak River,2014,spruce beetle,9,0.81
190303,Nushagak River,2015,unknown canker,965,86.85
190303,Nushagak River,2015,unknown defoliator,75943,6834.87
190303,Nushagak River,2016,speckled green fruitworm,71989,6479.01
190303,Nushagak River,2016,unknown canker,194,17.46
190303,Nushagak River,2016,unknown defoliator,5847,526.23
190303,Nushagak River,2016,willow leaf blotchminer,5920,532.8
190303,Nushagak River,2017,flooding-high water,37,3.33
190303,Nushagak River,2017,"other canker agent, known (code pending)",91,8.19
190303,Nushagak River,2017,speckled green fruitworm,159912,14392.08
190303,Nushagak River,2017,unknown defoliator,3032,272.88
190303,Nushagak River,2017,willow leaf blotchminer,1636,147.24
190303,Nushagak River,2018,northern spruce engraver,23,2.07
190303,Nushagak River,2018,"other canker agent, known (code pending)",156,14.04
190303,Nushagak River,2018,speckled green fruitworm,37959,3416.31
190303,Nushagak River,2018,spruce beetle,8086,727.74
190303,Nushagak River,2018,unknown defoliator,246,22.14
190303,Nushagak River,2018,willow leaf blotchminer,34,3.06
190303,Nushagak River,2019,flooding-high water,56,5.04
190303,Nushagak River,2019,large-spored spruce-Labrador tea rust,364631,32816.79
190303,Nushagak River,2019,"other canker agent, known (code pending)",4,0.36
190303,Nushagak River,2019,spruce beetle,949,85.41
190303,Nushagak River,2019,spruce broom rust,690,62.1
190303,Nushagak River,2019,unknown defoliator,4104,369.36
190503,Kobuk-Selawik Rivers,1999,defoliators,470,42.3
190503,Kobuk-Selawik Rivers,1999,flooding-high water,294,26.46
190503,Kobuk-Selawik Rivers,1999,northern spruce engraver,249,22.41
190503,Kobuk-Selawik Rivers,1999,willow leaf blotchminer,749,67.41
190503,Kobuk-Selawik Rivers,2000,northern spruce engraver,451,40.59
190503,Kobuk-Selawik Rivers,2000,spruce beetle,1217,109.53
190503,Kobuk-Selawik Rivers,2002,eastern larch beetle,21811,1962.99
190503,Kobuk-Selawik Rivers,2002,spruce beetle,232,20.88
190503,Kobuk-Selawik Rivers,2004,aspen leafminer,54534,4908.06
190503,Kobuk-Selawik Rivers,2004,willow leaf blotchminer,6873,618.57
190503,Kobuk-Selawik Rivers,2005,aspen leafminer,19126,1721.34
190503,Kobuk-Selawik Rivers,2005,defoliators,93,8.37
190503,Kobuk-Selawik Rivers,2005,northern spruce engraver,1210,108.9
190503,Kobuk-Selawik Rivers,2005,spear-marked black moth,290,26.1
190503,Kobuk-Selawik Rivers,2006,aspen leafminer,24,2.16
190503,Kobuk-Selawik Rivers,2006,larch sawfly,18,1.62
190503,Kobuk-Selawik Rivers,2006,large aspen tortrix,630,56.7
190503,Kobuk-Selawik Rivers,2006,northern spruce engraver,40,3.6
190503,Kobuk-Selawik Rivers,2006,spruce beetle,40,3.6
190503,Kobuk-Selawik Rivers,2007,aspen leafminer,11575,1041.75
190503,Kobuk-Selawik Rivers,2007,defoliators,313,28.17
190503,Kobuk-Selawik Rivers,2007,northern spruce engraver,384,34.56
190503,Kobuk-Selawik Rivers,2008,defoliators,231,20.79
190503,Kobuk-Selawik Rivers,2008,flooding-high water,115,10.35
190503,Kobuk-Selawik Rivers,2008,large-spored spruce-Labrador tea rust,224,20.16
190503,Kobuk-Selawik Rivers,2008,northern spruce engraver,860,77.4
190503,Kobuk-Selawik Rivers,2008,willow leaf blotchminer,967,87.03
190503,Kobuk-Selawik Rivers,2009,aspen leafminer,41682,3751.38
190503,Kobuk-Selawik Rivers,2009,defoliators,110,9.9
190503,Kobuk-Selawik Rivers,2009,northern spruce engraver,6018,541.62
190503,Kobuk-Selawik Rivers,2009,willow leaf blotchminer,192,17.28
190503,Kobuk-Selawik Rivers,2010,aspen leafminer,21303,1917.27
190503,Kobuk-Selawik Rivers,2010,blight,61,5.49
190503,Kobuk-Selawik Rivers,2010,canker (general),1052,94.68
190503,Kobuk-Selawik Rivers,2010,large aspen tortrix,4790,431.1
190503,Kobuk-Selawik Rivers,2010,large-spored spruce-Labrador tea rust,231,20.79
190503,Kobuk-Selawik Rivers,2010,northern spruce engraver,1996,179.64
190503,Kobuk-Selawik Rivers,2010,spruce beetle,59,5.31
190503,Kobuk-Selawik Rivers,2010,willow leaf blotchminer,15845,1426.05
190503,Kobuk-Selawik Rivers,2011,defoliators,21,1.89
190503,Kobuk-Selawik Rivers,2011,dieback,4079,367.11
190503,Kobuk-Selawik Rivers,2011,flooding-high water,20,1.8
190503,Kobuk-Selawik Rivers,2011,large-spored spruce-Labrador tea rust,42,3.78
190503,Kobuk-Selawik Rivers,2011,northern spruce engraver,285,25.65
190503,Kobuk-Selawik Rivers,2011,willow leaf blotchminer,360,32.4
190503,Kobuk-Selawik Rivers,2012,aspen leafminer,4139,372.51
190503,Kobuk-Selawik Rivers,2012,defoliators,1171,105.39
190503,Kobuk-Selawik Rivers,2012,flooding-high water,95,8.55
190503,Kobuk-Selawik Rivers,2012,northern spruce engraver,582,52.38
190503,Kobuk-Selawik Rivers,2012,"other wilt, known (code pending)",85,7.65
190503,Kobuk-Selawik Rivers,2012,willow leaf blotchminer,478,43.02
190503,Kobuk-Selawik Rivers,2012,winter injury,186,16.74
190503,Kobuk-Selawik Rivers,2013,birch leafroller,530,47.7
190503,Kobuk-Selawik Rivers,2013,decline complex,17,1.53
190503,Kobuk-Selawik Rivers,2013,defoliators,2826,254.34
190503,Kobuk-Selawik Rivers,2013,flooding-high water,421,37.89
190503,Kobuk-Selawik Rivers,2013,large aspen tortrix,229,20.61
190503,Kobuk-Selawik Rivers,2013,northern spruce engraver,1133,101.97
190503,Kobuk-Selawik Rivers,2013,spruce budworm,14549,1309.41
190503,Kobuk-Selawik Rivers,2013,willow leaf blotchminer,651,58.59
190503,Kobuk-Selawik Rivers,2014,defoliators,7584,682.56
190503,Kobuk-Selawik Rivers,2014,flooding-high water,1755,157.95
190503,Kobuk-Selawik Rivers,2014,large aspen tortrix,6614,595.26
190503,Kobuk-Selawik Rivers,2014,northern spruce engraver,226,20.34
190503,Kobuk-Selawik Rivers,2014,spruce beetle,490,44.1
190503,Kobuk-Selawik Rivers,2014,spruce broom rust,2,0.18
190503,Kobuk-Selawik Rivers,2015,flooding-high water,3673,330.57
190503,Kobuk-Selawik Rivers,2015,large aspen tortrix,6473,582.57
190503,Kobuk-Selawik Rivers,2015,northern spruce engraver,2446,220.14
190503,Kobuk-Selawik Rivers,2015,spruce beetle,471,42.39
190503,Kobuk-Selawik Rivers,2015,spruce broom rust,106,9.54
190503,Kobuk-Selawik Rivers,2015,unknown defoliator,145,13.05
190503,Kobuk-Selawik Rivers,2015,willow leaf blotchminer,430,38.7
190503,Kobuk-Selawik Rivers,2016,aspen leafminer,82215,7399.35
190503,Kobuk-Selawik Rivers,2016,birch leafroller,155,13.95
190503,Kobuk-Selawik Rivers,2016,flooding-high water,3753,337.77
190503,Kobuk-Selawik Rivers,2016,northern spruce engraver,2109,189.81
190503,Kobuk-Selawik Rivers,2016,unknown defoliator,353,31.77
190503,Kobuk-Selawik Rivers,2016,willow leaf blotchminer,3401,306.09
