subregion,subregion_name,native_class,pixel_count,area_ha
4,Cascades,Port-Orford-cedar root disease,141,12.69
4,Cascades,Swiss needle cast,25069,2256.21
4,Cascades,balsam woolly adelgid,4070361,366332.49
4,Cascades,bears,6555845,590026.05
4,Cascades,black pineleaf scale,2485,223.65
4,Cascades,decline complex,8902,801.18
4,Cascades,drought,49354,4441.86
4,Cascades,false hemlock looper,551,49.59
4,Cascades,fir engraver,5282060,475385.4
4,Cascades,fire,134819,12133.71
4,Cascades,flatheaded borer,98243,8841.87
4,Cascades,flatheaded fir borer,784456,70601.04
4,Cascades,flooding-high water,9336,840.24
4,Cascades,foliage discoloration,22736,2046.24
4,Cascades,frost,25747,2317.23
4,Cascades,hail,18669,1680.21
4,Cascades,heat,44300,3987.0
4,Cascades,hemlock decline,57595,5183.55
4,Cascades,hemlock sawfly,3861,347.49
4,Cascades,ips engraver beetles,5276,474.84
4,Cascades,larch casebearer,192061,17285.49
4,Cascades,larch needle cast,75032,6752.88
4,Cascades,lodgepole sawfly,3805,342.45
4,Cascades,maple decline,4479,403.11
4,Cascades,mortality,2698,242.82
4,Cascades,mountain pine beetle,7375840,663825.6
4,Cascades,mud-land slide,3714,334.26
4,Cascades,needlecast,203063,18275.67
4,Cascades,needleminers,18519,1666.71
4,Cascades,no data,3925,353.25
4,Cascades,pandora moth,117,10.53
4,Cascades,pine engraver,14401,1296.09
4,Cascades,pine needle sheathminer,433,38.97
4,Cascades,root disease or bears,198846,17896.14
4,Cascades,root diseases/decay,26550,2389.5
4,Cascades,satin moth,601,54.09
4,Cascades,sawflies,17352,1561.68
4,Cascades,silver fir beetle,171237,15411.33
4,Cascades,snow-ice,4188,376.92
4,Cascades,spruce beetle,6185,556.65
4,Cascades,unknown,147868,13308.12
4,Cascades,unknown defoliator,16068,1446.12
4,Cascades,unknown root disease or decay,7435,669.15
4,Cascades,western balsam bark beetle,272879,24559.11
4,Cascades,western blackheaded budworm,5297,476.73
4,Cascades,western pine beetle,296107,26649.63
4,Cascades,western spruce budworm,2532420,227917.8
4,Cascades,western tent caterpillar,22075,1986.75
4,Cascades,white pine blister rust,66131,5951.79
4,Cascades,wild fire,85196,7667.64
4,Cascades,wind-tornado/hurricane,9108,819.72
4,Cascades,winter injury,54839,4935.51
77,North Cascades,Cytospora canker of fir,901,81.09
77,North Cascades,Douglas-fir beetle,1246079,112147.11
77,North Cascades,Douglas-fir engraver,29184,2626.56
77,North Cascades,Douglas-fir rust,273,24.57
77,North Cascades,Douglas-fir tussock moth,45607,4104.63
77,North Cascades,Gelechiid moths/needleminers,1247,112.23
77,North Cascades,Lophodermella needle cast of pines,332,29.88
77,North Cascades,Lophodermium needle cast of pines,1098,98.82
77,North Cascades,balsam woolly adelgid,1621176,145905.84
77,North Cascades,bears,1871364,168422.76
77,North Cascades,black pineleaf scale,26116,2350.44
77,North Cascades,decline complex,26119,2350.71
77,North Cascades,dieback,1711,153.99
77,North Cascades,drought,1044,93.96
77,North Cascades,false hemlock looper,26135,2352.15
77,North Cascades,fir engraver,2676208,240858.72
77,North Cascades,fire,826968,74427.12
77,North Cascades,flatheaded fir borer,1867,168.03
77,North Cascades,flooding-high water,8583,772.47
77,North Cascades,foliage discoloration,26314,2368.26
77,North Cascades,frost,8713,784.17
77,North Cascades,hardwood leaf rusts,20779,1870.11
77,North Cascades,heat,9746,877.14
77,North Cascades,hemlock decline,699842,62985.78
77,North Cascades,hemlock looper,303573,27321.57
77,North Cascades,hemlock sawfly,5106,459.54
77,North Cascades,ips engraver beetles,6106,549.54
77,North Cascades,larch casebearer,19685,1771.65
77,North Cascades,larch needle cast,53008,4770.72
77,North Cascades,maple decline,255,22.95
77,North Cascades,mortality,425,38.25
77,North Cascades,mountain pine beetle,9196959,827726.31
77,North Cascades,mud-land slide,10151,913.59
77,North Cascades,needlecast,92627,8336.43
77,North Cascades,no data,148,13.32
77,North Cascades,pine butterfly,270,24.3
77,North Cascades,pine engraver,32580,2932.2
77,North Cascades,pine needle scale,1438,129.42
77,North Cascades,ponderosa pine sawfly,310,27.9
77,North Cascades,root disease or bears,57380,5164.2
77,North Cascades,root diseases/decay,6600,594.0
77,North Cascades,satin moth,8612,775.08
77,North Cascades,sawflies,4589,413.01
77,North Cascades,silver fir beetle,92830,8354.7
77,North Cascades,snow-ice,2072,186.48
77,North Cascades,spruce aphid,9,0.81
77,North Cascades,spruce beetle,2205252,198472.68
77,North Cascades,unknown,654711,58923.99
77,North Cascades,unknown defoliator,11843,1065.87
77,North Cascades,unknown root disease or decay,2542,228.78
77,North Cascades,western balsam bark beetle,1174486,105703.74
77,North Cascades,western blackheaded budworm,160215,14419.35
77,North Cascades,western oak looper,217,19.53
77,North Cascades,western pine beetle,217815,19603.35
77,North Cascades,western spruce budworm,12191693,1097252.37
77,North Cascades,western tent caterpillar,23902,2151.18
77,North Cascades,white pine blister rust,102311,9207.99
77,North Cascades,wild fire,29397,2645.73
77,North Cascades,wind-tornado/hurricane,20289,1826.01
77,North Cascades,winter injury,20201,1818.09
78,Klamath Mountains/California High North Coast Range,Cytospora canker of fir,462943,41664.87
78,Klamath Mountains/California High North Coast Range,Douglas-fir beetle,55503,4995.27
78,Klamath Mountains/California High North Coast Range,Douglas-fir engraver,12733,1145.97
78,Klamath Mountains/California High North Coast Range,Jeffrey pine beetle,253,22.77
78,Klamath Mountains/California High North Coast Range,Lophodermella needle cast of pines,21512,1936.08
78,Klamath Mountains/California High North Coast Range,Lophodermium needle cast of pines,10273,924.57
78,Klamath Mountains/California High North Coast Range,Pacific madrone decline,171,15.39
78,Klamath Mountains/California High North Coast Range,Port-Orford-cedar root disease,23735,2136.15
78,Klamath Mountains/California High North Coast Range,Swiss needle cast,1012,91.08
78,Klamath Mountains/California High North Coast Range,balsam woolly adelgid,300983,27088.47
78,Klamath Mountains/California High North Coast Range,bears,127586,11482.74
78,Klamath Mountains/California High North Coast Range,decline complex,994,89.46
78,Klamath Mountains/California High North Coast Range,drought,27038,2433.42
78,Klamath Mountains/California High North Coast Range,fir engraver,1642627,147836.43
78,Klamath Mountains/California High North Coast Range,fire,28115,2530.35
78,Klamath Mountains/California High North Coast Range,flatheaded borer,775759,69818.31
78,Klamath Mountains/California High North Coast Range,flatheaded fir borer,3763025,338672.25
78,Klamath Mountains/California High North Coast Range,flooding-high water,40,3.6
78,Klamath Mountains/California High North Coast Range,foliage discoloration,2929,263.61
78,Klamath Mountains/California High North Coast Range,frost,92,8.28
78,Klamath Mountains/California High North Coast Range,hail,275,24.75
78,Klamath Mountains/California High North Coast Range,heat,9574,861.66
78,Klamath Mountains/California High North Coast Range,ips engraver beetles,2007,180.63
78,Klamath Mountains/California High North Coast Range,maple decline,1762,158.58
78,Klamath Mountains/California High North Coast Range,mortality,62,5.58
78,Klamath Mountains/California High North Coast Range,mountain pine beetle,94972,8547.48
78,Klamath Mountains/California High North Coast Range,mud-land slide,8,0.72
78,Klamath Mountains/California High North Coast Range,needlecast,4080,367.2
78,Klamath Mountains/California High North Coast Range,no data,25,2.25
78,Klamath Mountains/California High North Coast Range,oak pit scale A. minus,693,62.37
78,Klamath Mountains/California High North Coast Range,pandora moth,618,55.62
78,Klamath Mountains/California High North Coast Range,phantom hemlock looper,924,83.16
78,Klamath Mountains/California High North Coast Range,pine engraver,45167,4065.03
78,Klamath Mountains/California High North Coast Range,pine needle sheathminer,97,8.73
78,Klamath Mountains/California High North Coast Range,root disease or bears,3427,308.43
78,Klamath Mountains/California High North Coast Range,root diseases/decay,453,40.77
78,Klamath Mountains/California High North Coast Range,satin moth,495,44.55
78,Klamath Mountains/California High North Coast Range,snow-ice,435,39.15
78,Klamath Mountains/California High North Coast Range,spruce aphid,35,3.15
78,Klamath Mountains/California High North Coast Range,unknown,455270,40974.3
78,Klamath Mountains/California High North Coast Range,unknown defoliator,32536,2928.24
78,Klamath Mountains/California High North Coast Range,unknown root disease or decay,1962,176.58
78,Klamath Mountains/California High North Coast Range,western oak looper,7268,654.12
78,Klamath Mountains/California High North Coast Range,western pine beetle,1131727,101855.43
78,Klamath Mountains/California High North Coast Range,white pine blister rust,6947,625.23
78,Klamath Mountains/California High North Coast Range,wild fire,3470,312.3
78,Klamath Mountains/California High North Coast Range,wind-tornado/hurricane,1265,113.85
78,Klamath Mountains/California High North Coast Range,winter injury,132,11.88
9,Eastern Cascades Slopes and Foothills,American beaver,120,10.8
9,Eastern Cascades Slopes and Foothills,Cytospora canker of fir,18494,1664.46
9,Eastern Cascades Slopes and Foothills,Diplodia canker,1514,136.26
9,Eastern Cascades Slopes and Foothills,Douglas-fir beetle,880275,79224.75
9,Eastern Cascades Slopes and Foothills,Douglas-fir engraver,38595,3473.55
9,Eastern Cascades Slopes and Foothills,Douglas-fir tussock moth,2766,248.94
9,Eastern Cascades Slopes and Foothills,Gelechiid moths/needleminers,16738,1506.42
9,Eastern Cascades Slopes and Foothills,Lophodermella needle cast of pines,728,65.52
9,Eastern Cascades Slopes and Foothills,Lophodermium needle cast of pines,57095,5138.55
9,Eastern Cascades Slopes and Foothills,Modoc budworm,323070,29076.3
9,Eastern Cascades Slopes and Foothills,balsam woolly adelgid,418260,37643.4
9,Eastern Cascades Slopes and Foothills,bears,184588,16612.92
9,Eastern Cascades Slopes and Foothills,black pineleaf scale,24159,2174.31
9,Eastern Cascades Slopes and Foothills,decline complex,76015,6841.35
9,Eastern Cascades Slopes and Foothills,drought,9609,864.81
9,Eastern Cascades Slopes and Foothills,fir engraver,9029158,812624.22
9,Eastern Cascades Slopes and Foothills,fire,326190,29357.1
9,Eastern Cascades Slopes and Foothills,flatheaded borer,2027,182.43
9,Eastern Cascades Slopes and Foothills,flatheaded fir borer,96940,8724.6
9,Eastern Cascades Slopes and Foothills,flooding-high water,3349,301.41
9,Eastern Cascades Slopes and Foothills,foliage discoloration,6657,599.13
9,Eastern Cascades Slopes and Foothills,frost,10149,913.41
9,Eastern Cascades Slopes and Foothills,hail,17191,1547.19
9,Eastern Cascades Slopes and Foothills,heat,4,0.36
9,Eastern Cascades Slopes and Foothills,ips engraver beetles,202005,18180.45
9,Eastern Cascades Slopes and Foothills,larch casebearer,207781,18700.29
9,Eastern Cascades Slopes and Foothills,larch needle cast,191607,17244.63
9,Eastern Cascades Slopes and Foothills,leaf rusts of hardwoods,400,36.0
9,Eastern Cascades Slopes and Foothills,lodgepole needleminer,113040,10173.6
9,Eastern Cascades Slopes and Foothills,lodgepole sawfly,81366,7322.94
9,Eastern Cascades Slopes and Foothills,maple decline,42,3.78
9,Eastern Cascades Slopes and Foothills,mountain pine beetle,16840802,1515672.18
9,Eastern Cascades Slopes and Foothills,mud-land slide,1135,102.15
9,Eastern Cascades Slopes and Foothills,needlecast,680565,61250.85
9,Eastern Cascades Slopes and Foothills,no data,1194,107.46
9,Eastern Cascades Slopes and Foothills,"other pest complex, known (code pending)",40,3.6
9,Eastern Cascades Slopes and Foothills,pandora moth,686527,61787.43
9,Eastern Cascades Slopes and Foothills,pine engraver,237608,21384.72
9,Eastern Cascades Slopes and Foothills,pine needle scale,1203,108.27
9,Eastern Cascades Slopes and Foothills,root disease or bears,8456,761.04
9,Eastern Cascades Slopes and Foothills,root diseases/decay,2238,201.42
9,Eastern Cascades Slopes and Foothills,satin moth,33192,2987.28
9,Eastern Cascades Slopes and Foothills,sawflies,1179,106.11
9,Eastern Cascades Slopes and Foothills,silver fir beetle,921,82.89
9,Eastern Cascades Slopes and Foothills,snow-ice,260,23.4
9,Eastern Cascades Slopes and Foothills,spruce aphid,89,8.01
9,Eastern Cascades Slopes and Foothills,spruce beetle,29044,2613.96
9,Eastern Cascades Slopes and Foothills,unknown,36725,3305.25
9,Eastern Cascades Slopes and Foothills,unknown defoliator,2712,244.08
9,Eastern Cascades Slopes and Foothills,unknown root disease or decay,392,35.28
9,Eastern Cascades Slopes and Foothills,weevil,1607,144.63
9,Eastern Cascades Slopes and Foothills,western balsam bark beetle,248438,22359.42
9,Eastern Cascades Slopes and Foothills,western blackheaded budworm,3495,314.55
9,Eastern Cascades Slopes and Foothills,western oak looper,1354,121.86
9,Eastern Cascades Slopes and Foothills,western pine beetle,4535665,408209.85
9,Eastern Cascades Slopes and Foothills,western spruce budworm,9193514,827416.26
9,Eastern Cascades Slopes and Foothills,western tent caterpillar,2546,229.14
9,Eastern Cascades Slopes and Foothills,white pine blister rust,48946,4405.14
9,Eastern Cascades Slopes and Foothills,wild fire,119744,10776.96
9,Eastern Cascades Slopes and Foothills,wind-tornado/hurricane,2152,193.68
9,Eastern Cascades Slopes and Foothills,winter injury,27982,2518.38
