subregion,subregion_name,year,attributed_pixels,single_label_pixels,multi_label_pixels,pct_multi_label
9,Eastern Cascades Slopes and Foothills,2015,987401,917623,69778,7.0668
9,Eastern Cascades Slopes and Foothills,2016,857237,797267,59970,6.9957
9,Eastern Cascades Slopes and Foothills,2017,663586,625035,38551,5.8095
9,Eastern Cascades Slopes and Foothills,2018,992312,981585,10727,1.081
9,Eastern Cascades Slopes and Foothills,2019,678688,650088,28600,4.214
9,Eastern Cascades Slopes and Foothills,2020,237388,229397,7991,3.3662
9,Eastern Cascades Slopes and Foothills,2021,518282,483102,35180,6.7878
9,Eastern Cascades Slopes and Foothills,2022,2292608,2042867,249741,10.8933
9,Eastern Cascades Slopes and Foothills,2023,3369337,2651466,717871,21.306
9,Eastern Cascades Slopes and Foothills,2024,1862303,1577712,284591,15.2817
9,Eastern Cascades Slopes and Foothills,2025,775287,721466,53821,6.9421
