subregion,subregion_name,year,native_class,pixel_count,area_ha,spatial_prevalence_pct
190101,Southern Southeast Alaska,2004,Mortality,20160,1814.4,49.344
190101,Southern Southeast Alaska,2004,Defoliation,19840,1785.6,48.561
190101,Southern Southeast Alaska,2004,Main stem Broken or Uprooted,759,68.31,1.858
190101,Southern Southeast Alaska,2004,Topkill,97,8.73,0.237
190101,Southern Southeast Alaska,2005,Mortality,54453,4900.77,65.439
190101,Southern Southeast Alaska,2005,Defoliation,27346,2461.14,32.863
190101,Southern Southeast Alaska,2005,Main stem Broken or Uprooted,1352,121.68,1.625
190101,Southern Southeast Alaska,2005,Crown Dieback,61,5.49,0.073
190101,Southern Southeast Alaska,2006,Mortality,29381,2644.29,57.791
190101,Southern Southeast Alaska,2006,Defoliation,20469,1842.21,40.262
190101,Southern Southeast Alaska,2006,Main stem Broken or Uprooted,990,89.1,1.947
190101,Southern Southeast Alaska,2007,Mortality,40107,3609.63,90.966
190101,Southern Southeast Alaska,2007,Defoliation,3259,293.31,7.392
190101,Southern Southeast Alaska,2007,Main stem Broken or Uprooted,724,65.16,1.642
190101,Southern Southeast Alaska,2008,Mortality,6680,601.2,97.476
190101,Southern Southeast Alaska,2008,Main stem Broken or Uprooted,173,15.57,2.524
190101,Southern Southeast Alaska,2009,Mortality,23934,2154.06,69.515
190101,Southern Southeast Alaska,2009,Defoliation,9385,844.65,27.258
190101,Southern Southeast Alaska,2009,Main stem Broken or Uprooted,1111,99.99,3.227
190101,Southern Southeast Alaska,2010,Mortality,53988,4858.92,72.374
190101,Southern Southeast Alaska,2010,Defoliation,19159,1724.31,25.684
190101,Southern Southeast Alaska,2010,Crown Dieback,863,77.67,1.157
190101,Southern Southeast Alaska,2010,Main stem Broken or Uprooted,586,52.74,0.786
190101,Southern Southeast Alaska,2011,Mortality,79687,7171.83,81.886
190101,Southern Southeast Alaska,2011,Main stem Broken or Uprooted,11421,1027.89,11.736
190101,Southern Southeast Alaska,2011,Defoliation,6207,558.63,6.378
190101,Southern Southeast Alaska,2012,Mortality,36355,3271.95,73.381
190101,Southern Southeast Alaska,2012,Defoliation,7316,658.44,14.767
190101,Southern Southeast Alaska,2012,Topkill,6251,562.59,12.617
190101,Southern Southeast Alaska,2013,Defoliation,31898,2870.82,51.371
190101,Southern Southeast Alaska,2013,Mortality,29913,2692.17,48.174
190101,Southern Southeast Alaska,2013,Main stem Broken or Uprooted,1688,151.92,2.718
190101,Southern Southeast Alaska,2013,Topkill,344,30.96,0.554
190101,Southern Southeast Alaska,2014,Mortality,31495,2834.55,58.789
190101,Southern Southeast Alaska,2014,Defoliation,21532,1937.88,40.192
190101,Southern Southeast Alaska,2014,Main stem Broken or Uprooted,562,50.58,1.049
190101,Southern Southeast Alaska,2014,Crown Dieback,36,3.24,0.067
190101,Southern Southeast Alaska,2014,Topkill,33,2.97,0.062
190101,Southern Southeast Alaska,2015,Mortality,135575,12201.75,84.208
190101,Southern Southeast Alaska,2015,Defoliation,22561,2030.49,14.013
190101,Southern Southeast Alaska,2015,Main stem Broken or Uprooted,3187,286.83,1.98
190101,Southern Southeast Alaska,2015,Crown Dieback,1246,112.14,0.774
190101,Southern Southeast Alaska,2016,Mortality,69084,6217.56,84.964
190101,Southern Southeast Alaska,2016,Defoliation 50-75% of leaves defoliated,10066,905.94,12.38
190101,Southern Southeast Alaska,2016,Crown Discoloration,1512,136.08,1.86
190101,Southern Southeast Alaska,2016,Defoliation > 75% of leaves defoliated,634,57.06,0.78
190101,Southern Southeast Alaska,2016,Crown Dieback,14,1.26,0.017
190101,Southern Southeast Alaska,2017,Mortality,85844,7725.96,96.912
190101,Southern Southeast Alaska,2017,Defoliation > 75% of leaves defoliated,1774,159.66,2.003
190101,Southern Southeast Alaska,2017,Crown Dieback,492,44.28,0.555
190101,Southern Southeast Alaska,2017,Defoliation 50-75% of leaves defoliated,469,42.21,0.529
190101,Southern Southeast Alaska,2018,Defoliation 50-75% of leaves defoliated,33386,3004.74,47.215
190101,Southern Southeast Alaska,2018,Mortality,27358,2462.22,38.69
190101,Southern Southeast Alaska,2018,Defoliation > 75% of leaves defoliated,9491,854.19,13.422
190101,Southern Southeast Alaska,2018,Crown Discoloration,677,60.93,0.957
190101,Southern Southeast Alaska,2018,Defoliation < 50% of leaves defoliated,113,10.17,0.16
190101,Southern Southeast Alaska,2018,Crown Dieback,11,0.99,0.016
190101,Southern Southeast Alaska,2019,Defoliation > 75% of leaves defoliated,223484,20113.56,68.881
190101,Southern Southeast Alaska,2019,Defoliation 50-75% of leaves defoliated,57828,5204.52,17.823
190101,Southern Southeast Alaska,2019,Mortality,46178,4156.02,14.233
190101,Southern Southeast Alaska,2019,Crown Discoloration,711,63.99,0.219
190101,Southern Southeast Alaska,2019,Topkill,156,14.04,0.048
190101,Southern Southeast Alaska,2020,Mortality,365424,32888.16,74.761
190101,Southern Southeast Alaska,2020,Defoliation 50-75% of leaves defoliated,314863,28337.67,64.417
190101,Southern Southeast Alaska,2020,Defoliation > 75% of leaves defoliated,56056,5045.04,11.468
190101,Southern Southeast Alaska,2020,Mortality - Previously Undocumented,34,3.06,0.007
190101,Southern Southeast Alaska,2021,Defoliation 50-75% of leaves defoliated,141372,12723.48,71.147
190101,Southern Southeast Alaska,2021,Topkill,48640,4377.6,24.479
190101,Southern Southeast Alaska,2021,Mortality,34366,3092.94,17.295
190101,Southern Southeast Alaska,2021,Defoliation > 75% of leaves defoliated,23460,2111.4,11.807
190101,Southern Southeast Alaska,2021,Branch flagging,94,8.46,0.047
190101,Southern Southeast Alaska,2022,Defoliation 50-75% of leaves defoliated,581557,52340.13,68.983
190101,Southern Southeast Alaska,2022,Defoliation > 75% of leaves defoliated,153177,13785.93,18.169
190101,Southern Southeast Alaska,2022,Mortality - Previously Undocumented,50846,4576.14,6.031
190101,Southern Southeast Alaska,2022,Defoliation < 50% of leaves defoliated,37879,3409.11,4.493
190101,Southern Southeast Alaska,2022,Mortality,23396,2105.64,2.775
190101,Southern Southeast Alaska,2022,Branch flagging,1093,98.37,0.13
190101,Southern Southeast Alaska,2023,Mortality,17956,1616.04,63.469
190101,Southern Southeast Alaska,2023,Mortality - Previously Undocumented,5787,520.83,20.455
190101,Southern Southeast Alaska,2023,Defoliation < 50% of leaves defoliated,2948,265.32,10.42
190101,Southern Southeast Alaska,2023,Defoliation 50-75% of leaves defoliated,1589,143.01,5.617
190101,Southern Southeast Alaska,2023,Branch flagging,44,3.96,0.156
190101,Southern Southeast Alaska,2024,Mortality - Previously Undocumented,35516,3196.44,43.55
190101,Southern Southeast Alaska,2024,Mortality,32943,2964.87,40.395
190101,Southern Southeast Alaska,2024,Defoliation < 50% of leaves defoliated,6442,579.78,7.899
190101,Southern Southeast Alaska,2024,Defoliation > 75% of leaves defoliated,3143,282.87,3.854
190101,Southern Southeast Alaska,2024,Defoliation 50-75% of leaves defoliated,2459,221.31,3.015
190101,Southern Southeast Alaska,2024,Branch flagging,1142,102.78,1.4
190101,Southern Southeast Alaska,2024,Crown Discoloration,32,2.88,0.039
190101,Southern Southeast Alaska,2025,Mortality,10746,967.14,53.251
190101,Southern Southeast Alaska,2025,Mortality - Previously Undocumented,8580,772.2,42.517
190101,Southern Southeast Alaska,2025,Defoliation 50-75% of leaves defoliated,620,55.8,3.072
190101,Southern Southeast Alaska,2025,Branch flagging,311,27.99,1.541
190101,Southern Southeast Alaska,2025,Defoliation > 75% of leaves defoliated,41,3.69,0.203
190101,Southern Southeast Alaska,2025,Crown Discoloration,23,2.07,0.114
190102,Central Southeast Alaska,1997,Defoliation,19143,1722.87,61.438
190102,Central Southeast Alaska,1997,Mortality,5882,529.38,18.878
190102,Central Southeast Alaska,1997,Main stem Broken or Uprooted,3274,294.66,10.508
190102,Central Southeast Alaska,1997,Topkill,2859,257.31,9.176
190102,Central Southeast Alaska,1998,Defoliation,156693,14102.37,99.569
190102,Central Southeast Alaska,1998,Mortality,483,43.47,0.307
190102,Central Southeast Alaska,1998,Main stem Broken or Uprooted,149,13.41,0.095
190102,Central Southeast Alaska,1998,Topkill,46,4.14,0.029
190102,Central Southeast Alaska,1999,Defoliation,14845,1336.05,85.626
190102,Central Southeast Alaska,1999,Topkill,1100,99.0,6.345
190102,Central Southeast Alaska,1999,Main stem Broken or Uprooted,830,74.7,4.787
190102,Central Southeast Alaska,1999,Mortality,562,50.58,3.242
190102,Central Southeast Alaska,2000,Defoliation,81287,7315.83,87.633
190102,Central Southeast Alaska,2000,Crown Discoloration,9604,864.36,10.354
190102,Central Southeast Alaska,2000,Main stem Broken or Uprooted,1007,90.63,1.086
190102,Central Southeast Alaska,2000,Mortality,860,77.4,0.927
190102,Central Southeast Alaska,2001,Defoliation,49576,4461.84,92.0
190102,Central Southeast Alaska,2001,Mortality,3928,353.52,7.289
190102,Central Southeast Alaska,2001,Main stem Broken or Uprooted,256,23.04,0.475
190102,Central Southeast Alaska,2001,Topkill,127,11.43,0.236
190102,Central Southeast Alaska,2002,Mortality,9089,818.01,59.938
190102,Central Southeast Alaska,2002,Defoliation,4720,424.8,31.126
190102,Central Southeast Alaska,2002,Main stem Broken or Uprooted,920,82.8,6.067
190102,Central Southeast Alaska,2002,Topkill,435,39.15,2.869
190102,Central Southeast Alaska,2003,Defoliation,33760,3038.4,49.475
190102,Central Southeast Alaska,2003,Mortality,30237,2721.33,44.312
190102,Central Southeast Alaska,2003,Main stem Broken or Uprooted,4240,381.6,6.214
190102,Central Southeast Alaska,2004,Mortality,43409,3906.81,62.202
190102,Central Southeast Alaska,2004,Defoliation,19456,1751.04,27.879
190102,Central Southeast Alaska,2004,Topkill,4850,436.5,6.95
190102,Central Southeast Alaska,2004,Main stem Broken or Uprooted,2072,186.48,2.969
190102,Central Southeast Alaska,2005,Mortality,99760,8978.4,81.703
190102,Central Southeast Alaska,2005,Defoliation,18349,1651.41,15.028
190102,Central Southeast Alaska,2005,Main stem Broken or Uprooted,3992,359.28,3.269
190102,Central Southeast Alaska,2006,Mortality,118681,10681.29,85.113
190102,Central Southeast Alaska,2006,Defoliation,16064,1445.76,11.52
190102,Central Southeast Alaska,2006,Main stem Broken or Uprooted,4695,422.55,3.367
190102,Central Southeast Alaska,2007,Mortality,92269,8304.21,82.138
190102,Central Southeast Alaska,2007,Defoliation,17141,1542.69,15.259
190102,Central Southeast Alaska,2007,Main stem Broken or Uprooted,2924,263.16,2.603
190102,Central Southeast Alaska,2008,Mortality,47666,4289.94,90.118
190102,Central Southeast Alaska,2008,Defoliation,2812,253.08,5.316
190102,Central Southeast Alaska,2008,Main stem Broken or Uprooted,2255,202.95,4.263
190102,Central Southeast Alaska,2008,Topkill,160,14.4,0.302
190102,Central Southeast Alaska,2009,Mortality,58881,5299.29,80.934
190102,Central Southeast Alaska,2009,Defoliation,13022,1171.98,17.899
190102,Central Southeast Alaska,2009,Main stem Broken or Uprooted,849,76.41,1.167
190102,Central Southeast Alaska,2010,Defoliation,119631,10766.79,55.764
190102,Central Southeast Alaska,2010,Mortality,93183,8386.47,43.435
190102,Central Southeast Alaska,2010,Crown Dieback,927,83.43,0.432
190102,Central Southeast Alaska,2010,Main stem Broken or Uprooted,520,46.8,0.242
190102,Central Southeast Alaska,2010,Crown Discoloration,271,24.39,0.126
190102,Central Southeast Alaska,2011,Defoliation,59204,5328.36,55.231
190102,Central Southeast Alaska,2011,Mortality,41437,3729.33,38.656
190102,Central Southeast Alaska,2011,Main stem Broken or Uprooted,6553,589.77,6.113
190102,Central Southeast Alaska,2012,Mortality,53405,4806.45,58.809
190102,Central Southeast Alaska,2012,Defoliation,33972,3057.48,37.41
190102,Central Southeast Alaska,2012,Main stem Broken or Uprooted,2532,227.88,2.788
190102,Central Southeast Alaska,2012,Topkill,886,79.74,0.976
190102,Central Southeast Alaska,2012,Crown Dieback,16,1.44,0.018
190102,Central Southeast Alaska,2013,Mortality,40826,3674.34,56.161
190102,Central Southeast Alaska,2013,Defoliation,31235,2811.15,42.968
190102,Central Southeast Alaska,2013,Crown Dieback,821,73.89,1.129
190102,Central Southeast Alaska,2013,Main stem Broken or Uprooted,354,31.86,0.487
190102,Central Southeast Alaska,2013,Topkill,89,8.01,0.122
190102,Central Southeast Alaska,2014,Mortality,74329,6689.61,85.066
190102,Central Southeast Alaska,2014,Defoliation,10733,965.97,12.283
190102,Central Southeast Alaska,2014,Topkill,1511,135.99,1.729
190102,Central Southeast Alaska,2014,Main stem Broken or Uprooted,996,89.64,1.14
190102,Central Southeast Alaska,2014,Crown Dieback,279,25.11,0.319
190102,Central Southeast Alaska,2015,Mortality,55487,4993.83,74.34
190102,Central Southeast Alaska,2015,Defoliation,17983,1618.47,24.093
190102,Central Southeast Alaska,2015,Crown Dieback,1640,147.6,2.197
190102,Central Southeast Alaska,2015,Main stem Broken or Uprooted,666,59.94,0.892
190102,Central Southeast Alaska,2016,Mortality,115238,10371.42,65.391
190102,Central Southeast Alaska,2016,Defoliation 50-75% of leaves defoliated,44089,3968.01,25.018
190102,Central Southeast Alaska,2016,Defoliation > 75% of leaves defoliated,15025,1352.25,8.526
190102,Central Southeast Alaska,2016,Defoliation < 50% of leaves defoliated,1827,164.43,1.037
190102,Central Southeast Alaska,2016,Crown Discoloration,49,4.41,0.028
190102,Central Southeast Alaska,2017,Mortality,136799,12311.91,90.065
190102,Central Southeast Alaska,2017,Crown Dieback,11339,1020.51,7.465
190102,Central Southeast Alaska,2017,Defoliation > 75% of leaves defoliated,2293,206.37,1.51
190102,Central Southeast Alaska,2017,Defoliation 50-75% of leaves defoliated,1458,131.22,0.96
190102,Central Southeast Alaska,2018,Defoliation 50-75% of leaves defoliated,136868,12318.12,51.87
190102,Central Southeast Alaska,2018,Mortality,66578,5992.02,25.231
190102,Central Southeast Alaska,2018,Defoliation > 75% of leaves defoliated,59432,5348.88,22.523
190102,Central Southeast Alaska,2018,Crown Discoloration,1324,119.16,0.502
190102,Central Southeast Alaska,2018,Crown Dieback,869,78.21,0.329
190102,Central Southeast Alaska,2018,Branch flagging,236,21.24,0.089
190102,Central Southeast Alaska,2019,Defoliation > 75% of leaves defoliated,1218798,109691.82,88.945
190102,Central Southeast Alaska,2019,Defoliation 50-75% of leaves defoliated,101291,9116.19,7.392
190102,Central Southeast Alaska,2019,Mortality,53106,4779.54,3.876
190102,Central Southeast Alaska,2019,Branch flagging,1245,112.05,0.091
190102,Central Southeast Alaska,2019,Crown Discoloration,343,30.87,0.025
190102,Central Southeast Alaska,2020,Defoliation 50-75% of leaves defoliated,51073,4596.57,54.937
190102,Central Southeast Alaska,2020,Defoliation > 75% of leaves defoliated,39848,3586.32,42.863
190102,Central Southeast Alaska,2020,Mortality,30699,2762.91,33.021
190102,Central Southeast Alaska,2021,Defoliation > 75% of leaves defoliated,1345836,121125.24,64.486
190102,Central Southeast Alaska,2021,Topkill,760547,68449.23,36.442
190102,Central Southeast Alaska,2021,Defoliation 50-75% of leaves defoliated,636008,57240.72,30.475
190102,Central Southeast Alaska,2021,Mortality,107613,9685.17,5.156
190102,Central Southeast Alaska,2021,Branch flagging,185,16.65,0.009
190102,Central Southeast Alaska,2021,Mortality - Previously Undocumented,23,2.07,0.001
190102,Central Southeast Alaska,2022,Defoliation 50-75% of leaves defoliated,1342296,120806.64,66.053
190102,Central Southeast Alaska,2022,Defoliation > 75% of leaves defoliated,502510,45225.9,24.728
190102,Central Southeast Alaska,2022,Mortality - Previously Undocumented,271140,24402.6,13.342
190102,Central Southeast Alaska,2022,Defoliation < 50% of leaves defoliated,73307,6597.63,3.607
190102,Central Southeast Alaska,2022,Mortality,30501,2745.09,1.501
190102,Central Southeast Alaska,2022,Branch flagging,269,24.21,0.013
190102,Central Southeast Alaska,2022,Crown Dieback,33,2.97,0.002
190102,Central Southeast Alaska,2023,Mortality - Previously Undocumented,105141,9462.69,42.995
190102,Central Southeast Alaska,2023,Mortality,73896,6650.64,30.218
190102,Central Southeast Alaska,2023,Defoliation < 50% of leaves defoliated,57915,5212.35,23.683
190102,Central Southeast Alaska,2023,Defoliation 50-75% of leaves defoliated,6005,540.45,2.456
190102,Central Southeast Alaska,2023,Defoliation > 75% of leaves defoliated,1588,142.92,0.649
190102,Central Southeast Alaska,2023,Branch flagging,48,4.32,0.02
190102,Central Southeast Alaska,2023,Other Damage (known),22,1.98,0.009
190102,Central Southeast Alaska,2024,Mortality - Previously Undocumented,61452,5530.68,62.407
190102,Central Southeast Alaska,2024,Mortality,36519,3286.71,37.086
190102,Central Southeast Alaska,2024,Branch flagging,511,45.99,0.519
190102,Central Southeast Alaska,2025,Defoliation 50-75% of leaves defoliated,4058,365.22,63.855
190102,Central Southeast Alaska,2025,Mortality - Previously Undocumented,1473,132.57,23.179
190102,Central Southeast Alaska,2025,Mortality,531,47.79,8.356
190102,Central Southeast Alaska,2025,Defoliation > 75% of leaves defoliated,293,26.37,4.611
190103,Northern Southeast Alaska,1997,Mortality,81122,7300.98,85.588
190103,Northern Southeast Alaska,1997,Crown Discoloration,13269,1194.21,13.999
190103,Northern Southeast Alaska,1997,Defoliation,202,18.18,0.213
190103,Northern Southeast Alaska,1997,Topkill,130,11.7,0.137
190103,Northern Southeast Alaska,1997,Main stem Broken or Uprooted,59,5.31,0.062
190103,Northern Southeast Alaska,1998,Defoliation,33568,3021.12,67.795
190103,Northern Southeast Alaska,1998,Mortality,15836,1425.24,31.983
190103,Northern Southeast Alaska,1998,Topkill,110,9.9,0.222
190103,Northern Southeast Alaska,1999,Mortality,24689,2222.01,74.204
190103,Northern Southeast Alaska,1999,Defoliation,8502,765.18,25.553
190103,Northern Southeast Alaska,1999,Topkill,81,7.29,0.243
190103,Northern Southeast Alaska,2000,Defoliation,102688,9241.92,93.373
190103,Northern Southeast Alaska,2000,Mortality,6403,576.27,5.822
190103,Northern Southeast Alaska,2000,Crown Discoloration,716,64.44,0.651
190103,Northern Southeast Alaska,2000,Main stem Broken or Uprooted,169,15.21,0.154
190103,Northern Southeast Alaska,2001,Defoliation,33636,3027.24,85.01
190103,Northern Southeast Alaska,2001,Mortality,4590,413.1,11.601
190103,Northern Southeast Alaska,2001,Main stem Broken or Uprooted,579,52.11,1.463
190103,Northern Southeast Alaska,2001,Crown Discoloration,388,34.92,0.981
190103,Northern Southeast Alaska,2001,Topkill,374,33.66,0.945
190103,Northern Southeast Alaska,2002,Defoliation,49383,4444.47,90.536
190103,Northern Southeast Alaska,2002,Mortality,2881,259.29,5.282
190103,Northern Southeast Alaska,2002,Main stem Broken or Uprooted,1581,142.29,2.899
190103,Northern Southeast Alaska,2002,Topkill,700,63.0,1.283
190103,Northern Southeast Alaska,2003,Defoliation,8642,777.78,91.722
190103,Northern Southeast Alaska,2003,Mortality,707,63.63,7.504
190103,Northern Southeast Alaska,2003,Main stem Broken or Uprooted,73,6.57,0.775
190103,Northern Southeast Alaska,2004,Defoliation,15334,1380.06,70.553
190103,Northern Southeast Alaska,2004,Topkill,3999,359.91,18.4
190103,Northern Southeast Alaska,2004,Main stem Broken or Uprooted,1312,118.08,6.037
190103,Northern Southeast Alaska,2004,Mortality,1089,98.01,5.011
190103,Northern Southeast Alaska,2005,Mortality,9687,871.83,56.049
190103,Northern Southeast Alaska,2005,Defoliation,7326,659.34,42.388
190103,Northern Southeast Alaska,2005,Main stem Broken or Uprooted,270,24.3,1.562
190103,Northern Southeast Alaska,2006,Mortality,16051,1444.59,60.127
190103,Northern Southeast Alaska,2006,Defoliation,10026,902.34,37.558
190103,Northern Southeast Alaska,2006,Main stem Broken or Uprooted,618,55.62,2.315
190103,Northern Southeast Alaska,2007,Mortality,20150,1813.5,55.298
190103,Northern Southeast Alaska,2007,Defoliation,10565,950.85,28.994
190103,Northern Southeast Alaska,2007,Crown Discoloration,4380,394.2,12.02
190103,Northern Southeast Alaska,2007,Main stem Broken or Uprooted,1344,120.96,3.688
190103,Northern Southeast Alaska,2008,Topkill,18374,1653.66,66.294
190103,Northern Southeast Alaska,2008,Mortality,4906,441.54,17.701
190103,Northern Southeast Alaska,2008,Crown Discoloration,2103,189.27,7.588
190103,Northern Southeast Alaska,2008,Main stem Broken or Uprooted,1309,117.81,4.723
190103,Northern Southeast Alaska,2008,Defoliation,1024,92.16,3.695
190103,Northern Southeast Alaska,2009,Defoliation,7484,673.56,80.473
190103,Northern Southeast Alaska,2009,Mortality,1774,159.66,19.075
190103,Northern Southeast Alaska,2009,Main stem Broken or Uprooted,42,3.78,0.452
190103,Northern Southeast Alaska,2010,Defoliation,56960,5126.4,93.06
190103,Northern Southeast Alaska,2010,Mortality,4178,376.02,6.826
190103,Northern Southeast Alaska,2010,Main stem Broken or Uprooted,70,6.3,0.114
190103,Northern Southeast Alaska,2011,Defoliation,26879,2419.11,82.231
190103,Northern Southeast Alaska,2011,Main stem Broken or Uprooted,5076,456.84,15.529
190103,Northern Southeast Alaska,2011,Mortality,732,65.88,2.239
190103,Northern Southeast Alaska,2012,Main stem Broken or Uprooted,8158,734.22,46.431
190103,Northern Southeast Alaska,2012,Crown Discoloration,5406,486.54,30.768
190103,Northern Southeast Alaska,2012,Defoliation,3461,311.49,19.698
190103,Northern Southeast Alaska,2012,Mortality,511,45.99,2.908
190103,Northern Southeast Alaska,2012,Topkill,34,3.06,0.194
190103,Northern Southeast Alaska,2013,Defoliation,38468,3462.12,41.671
190103,Northern Southeast Alaska,2013,Mortality,32244,2901.96,34.929
190103,Northern Southeast Alaska,2013,Topkill,21276,1914.84,23.047
190103,Northern Southeast Alaska,2013,Crown Dieback,1437,129.33,1.557
190103,Northern Southeast Alaska,2014,Defoliation,28912,2602.08,39.938
190103,Northern Southeast Alaska,2014,Crown Discoloration,18657,1679.13,25.772
190103,Northern Southeast Alaska,2014,Mortality,13739,1236.51,18.979
190103,Northern Southeast Alaska,2014,Crown Dieback,10268,924.12,14.184
190103,Northern Southeast Alaska,2014,Main stem Broken or Uprooted,785,70.65,1.084
190103,Northern Southeast Alaska,2014,Topkill,224,20.16,0.309
190103,Northern Southeast Alaska,2015,Crown Dieback,12544,1128.96,45.952
190103,Northern Southeast Alaska,2015,Mortality,10339,930.51,37.875
190103,Northern Southeast Alaska,2015,Defoliation,4261,383.49,15.609
190103,Northern Southeast Alaska,2015,Main stem Broken or Uprooted,173,15.57,0.634
190103,Northern Southeast Alaska,2016,Crown Discoloration,20135,1812.15,57.558
190103,Northern Southeast Alaska,2016,Defoliation 50-75% of leaves defoliated,6694,602.46,19.136
190103,Northern Southeast Alaska,2016,Defoliation > 75% of leaves defoliated,6014,541.26,17.192
190103,Northern Southeast Alaska,2016,Mortality,2113,190.17,6.04
190103,Northern Southeast Alaska,2016,Defoliation < 50% of leaves defoliated,26,2.34,0.074
190103,Northern Southeast Alaska,2017,Mortality,10405,936.45,65.092
190103,Northern Southeast Alaska,2017,Defoliation 50-75% of leaves defoliated,2965,266.85,18.549
190103,Northern Southeast Alaska,2017,Crown Discoloration,1198,107.82,7.495
190103,Northern Southeast Alaska,2017,Defoliation > 75% of leaves defoliated,1140,102.6,7.132
190103,Northern Southeast Alaska,2017,Defoliation < 50% of leaves defoliated,268,24.12,1.677
190103,Northern Southeast Alaska,2017,Crown Dieback,9,0.81,0.056
190103,Northern Southeast Alaska,2018,Mortality,18770,1689.3,36.901
190103,Northern Southeast Alaska,2018,Crown Discoloration,14205,1278.45,27.926
190103,Northern Southeast Alaska,2018,Defoliation > 75% of leaves defoliated,10222,919.98,20.096
190103,Northern Southeast Alaska,2018,Defoliation 50-75% of leaves defoliated,7486,673.74,14.717
190103,Northern Southeast Alaska,2018,Crown Dieback,95,8.55,0.187
190103,Northern Southeast Alaska,2018,Defoliation < 50% of leaves defoliated,63,5.67,0.124
190103,Northern Southeast Alaska,2018,Branch flagging,25,2.25,0.049
190103,Northern Southeast Alaska,2019,Defoliation > 75% of leaves defoliated,95671,8610.39,61.851
190103,Northern Southeast Alaska,2019,Defoliation 50-75% of leaves defoliated,49453,4450.77,31.971
190103,Northern Southeast Alaska,2019,Mortality,8618,775.62,5.571
190103,Northern Southeast Alaska,2019,Crown Discoloration,844,75.96,0.546
190103,Northern Southeast Alaska,2019,Crown Dieback,95,8.55,0.061
190103,Northern Southeast Alaska,2020,Defoliation > 75% of leaves defoliated,51573,4641.57,48.823
190103,Northern Southeast Alaska,2020,Defoliation 50-75% of leaves defoliated,38176,3435.84,36.141
190103,Northern Southeast Alaska,2020,Mortality,9315,838.35,8.818
190103,Northern Southeast Alaska,2020,Mortality - Previously Undocumented,8264,743.76,7.823
190103,Northern Southeast Alaska,2020,Crown Discoloration,160,14.4,0.151
190103,Northern Southeast Alaska,2021,Defoliation 50-75% of leaves defoliated,149694,13472.46,75.792
190103,Northern Southeast Alaska,2021,Defoliation > 75% of leaves defoliated,42354,3811.86,21.444
190103,Northern Southeast Alaska,2021,Topkill,27867,2508.03,14.109
190103,Northern Southeast Alaska,2021,Mortality,2293,206.37,1.161
190103,Northern Southeast Alaska,2021,Crown Discoloration,1927,173.43,0.976
190103,Northern Southeast Alaska,2021,Mortality - Previously Undocumented,193,17.37,0.098
190103,Northern Southeast Alaska,2021,Branch flagging,42,3.78,0.021
190103,Northern Southeast Alaska,2022,Defoliation 50-75% of leaves defoliated,314485,28303.65,75.95
190103,Northern Southeast Alaska,2022,Defoliation > 75% of leaves defoliated,80929,7283.61,19.545
190103,Northern Southeast Alaska,2022,Defoliation < 50% of leaves defoliated,15403,1386.27,3.72
190103,Northern Southeast Alaska,2022,Mortality - Previously Undocumented,8643,777.87,2.087
190103,Northern Southeast Alaska,2022,Crown Discoloration,1092,98.28,0.264
190103,Northern Southeast Alaska,2022,Branch flagging,209,18.81,0.05
190103,Northern Southeast Alaska,2022,Mortality,181,16.29,0.044
190103,Northern Southeast Alaska,2022,Crown Dieback,151,13.59,0.036
190103,Northern Southeast Alaska,2023,Defoliation < 50% of leaves defoliated,206008,18540.72,84.15
