subregion,year,native_class,pixel_count,area_ha,spatial_prevalence_pct
VOYA,1995,agriculture,37,3.33,0.117
VOYA,1996,harvest,29825,2684.25,97.678
VOYA,1996,beaver,608,54.72,1.991
VOYA,1996,development,77,6.93,0.252
VOYA,1996,agriculture,24,2.16,0.079
VOYA,1997,harvest,45933,4133.97,93.971
VOYA,1997,beaver,1785,160.65,3.652
VOYA,1997,blowdown,465,41.85,0.951
VOYA,1997,development,387,34.83,0.792
VOYA,1997,agriculture,197,17.73,0.403
VOYA,1997,fire,113,10.17,0.231
VOYA,1998,harvest,33399,3005.91,97.655
VOYA,1998,beaver,518,46.62,1.515
VOYA,1998,development,134,12.06,0.392
VOYA,1998,agriculture,116,10.44,0.339
VOYA,1998,unknown,34,3.06,0.099
VOYA,1999,harvest,25235,2271.15,55.521
VOYA,1999,blowdown,19383,1744.47,42.646
VOYA,1999,insect_disease_defo,418,37.62,0.92
VOYA,1999,beaver,358,32.22,0.788
VOYA,1999,development,57,5.13,0.125
VOYA,2000,harvest,52793,4751.37,67.622
VOYA,2000,insect_disease_defo,23975,2157.75,30.709
VOYA,2000,beaver,809,72.81,1.036
VOYA,2000,development,217,19.53,0.278
VOYA,2000,agriculture,143,12.87,0.183
VOYA,2000,blowdown,86,7.74,0.11
VOYA,2000,unknown,48,4.32,0.061
VOYA,2001,harvest,32865,2957.85,79.096
VOYA,2001,beaver,4357,392.13,10.486
VOYA,2001,insect_disease_defo,3335,300.15,8.026
VOYA,2001,agriculture,405,36.45,0.975
VOYA,2001,development,358,32.22,0.862
VOYA,2001,insect_disease_mort,190,17.1,0.457
VOYA,2001,unknown,41,3.69,0.099
VOYA,2002,harvest,29620,2665.8,87.406
VOYA,2002,beaver,2440,219.6,7.2
VOYA,2002,blowdown,1275,114.75,3.762
VOYA,2002,insect_disease_mort,362,32.58,1.068
VOYA,2002,development,163,14.67,0.481
VOYA,2002,agriculture,14,1.26,0.041
VOYA,2002,flooding,14,1.26,0.041
VOYA,2003,harvest,46029,4142.61,97.465
VOYA,2003,beaver,708,63.72,1.499
VOYA,2003,development,372,33.48,0.788
VOYA,2003,agriculture,117,10.53,0.248
VOYA,2004,harvest,39945,3595.05,93.286
VOYA,2004,fire,1709,153.81,3.991
VOYA,2004,beaver,584,52.56,1.364
VOYA,2004,development,582,52.38,1.359
VOYA,2005,harvest,35058,3155.22,94.384
VOYA,2005,beaver,903,81.27,2.431
VOYA,2005,fire,753,67.77,2.027
VOYA,2005,development,165,14.85,0.444
VOYA,2005,blowdown,156,14.04,0.42
VOYA,2005,flooding,95,8.55,0.256
VOYA,2005,unknown,14,1.26,0.038
VOYA,2006,harvest,16988,1528.92,76.89
VOYA,2006,fire,3124,281.16,14.14
VOYA,2006,blowdown,711,63.99,3.218
VOYA,2006,insect_disease_defo,539,48.51,2.44
VOYA,2006,development,301,27.09,1.362
VOYA,2006,beaver,239,21.51,1.082
VOYA,2006,agriculture,192,17.28,0.869
VOYA,2007,harvest,22669,2040.21,96.579
VOYA,2007,development,294,26.46,1.253
VOYA,2007,beaver,282,25.38,1.201
VOYA,2007,insect_disease_defo,97,8.73,0.413
VOYA,2007,insect_disease_mort,63,5.67,0.268
VOYA,2007,flooding,39,3.51,0.166
VOYA,2007,unknown,18,1.62,0.077
VOYA,2007,fire,10,0.9,0.043
VOYA,2008,harvest,18744,1686.96,97.26
VOYA,2008,beaver,319,28.71,1.655
VOYA,2008,development,209,18.81,1.084
VOYA,2009,harvest,24035,2163.15,94.199
VOYA,2009,development,731,65.79,2.865
VOYA,2009,beaver,714,64.26,2.798
VOYA,2009,unknown,24,2.16,0.094
VOYA,2009,flooding,11,0.99,0.043
VOYA,2010,harvest,20661,1859.49,94.723
VOYA,2010,beaver,799,71.91,3.663
VOYA,2010,development,306,27.54,1.403
VOYA,2010,flooding,46,4.14,0.211
VOYA,2011,harvest,25949,2335.41,96.72
VOYA,2011,beaver,485,43.65,1.808
VOYA,2011,development,240,21.6,0.895
VOYA,2011,flooding,113,10.17,0.421
VOYA,2011,fire,42,3.78,0.157
VOYA,2012,harvest,28924,2603.16,94.786
VOYA,2012,insect_disease_mort,865,77.85,2.835
VOYA,2012,beaver,518,46.62,1.698
VOYA,2012,development,185,16.65,0.606
VOYA,2012,fire,23,2.07,0.075
VOYA,2013,harvest,11074,996.66,92.337
VOYA,2013,fire,755,67.95,6.295
VOYA,2013,beaver,164,14.76,1.367
