subregion,subregion_name,year,attributed_pixels,single_label_pixels,multi_label_pixels,pct_multi_label
190103,Northern Southeast Alaska,2014,72392,72199,193,0.2666
190103,Northern Southeast Alaska,2015,27298,27279,19,0.0696
190103,Northern Southeast Alaska,2016,34982,34982,0,0.0
190103,Northern Southeast Alaska,2017,15985,15985,0,0.0
190103,Northern Southeast Alaska,2018,50866,50866,0,0.0
190103,Northern Southeast Alaska,2019,154681,154681,0,0.0
190103,Northern Southeast Alaska,2020,105632,103776,1856,1.757
190103,Northern Southeast Alaska,2021,197507,170644,26863,13.601
190103,Northern Southeast Alaska,2022,414068,407043,7025,1.6966
190103,Northern Southeast Alaska,2023,244811,244618,193,0.0788
190103,Northern Southeast Alaska,2024,4263,4263,0,0.0
190103,Northern Southeast Alaska,2025,35115,35115,0,0.0
