subregion,subregion_name,native_class,pixel_count,area_ha,spatial_prevalence_pct
190203,Kenai Peninsula,Defoliation,616780,55510.2,9.565
190203,Kenai Peninsula,Defoliation 50-75% of leaves defoliated,254876,22938.84,3.953
190203,Kenai Peninsula,Crown Dieback,93225,8390.25,1.446
190203,Kenai Peninsula,Crown Discoloration,52515,4726.35,0.814
190203,Kenai Peninsula,Defoliation < 50% of leaves defoliated,15078,1357.02,0.234
190203,Kenai Peninsula,Main stem Broken or Uprooted,3723,335.07,0.058
190203,Kenai Peninsula,Branch flagging,1165,104.85,0.018
190203,Kenai Peninsula,Other Damage (known),478,43.02,0.007
190204,Knik Arm,Defoliation,1525481,137293.29,39.308
190204,Knik Arm,Mortality,1156215,104059.35,29.793
190204,Knik Arm,Defoliation > 75% of leaves defoliated,705405,63486.45,18.177
190204,Knik Arm,Defoliation 50-75% of leaves defoliated,211593,19043.37,5.452
190204,Knik Arm,Crown Dieback,151668,13650.12,3.908
190204,Knik Arm,Mortality - Previously Undocumented,151556,13640.04,3.905
190204,Knik Arm,Crown Discoloration,16883,1519.47,0.435
190204,Knik Arm,Main stem Broken or Uprooted,751,67.59,0.019
190204,Knik Arm,Branch flagging,411,36.99,0.011
190204,Knik Arm,Other Damage (known),292,26.28,0.008
190204,Knik Arm,Defoliation < 50% of leaves defoliated,180,16.2,0.005
190204,Knik Arm,Branch Breakage,88,7.92,0.002
190205,Susitna River,Mortality,5817159,523544.31,45.514
190205,Susitna River,Mortality - Previously Undocumented,3278089,295028.01,25.648
190205,Susitna River,Defoliation,1614307,145287.63,12.63
190205,Susitna River,Crown Discoloration,1222969,110067.21,9.569
190205,Susitna River,Defoliation 50-75% of leaves defoliated,706950,63625.5,5.531
190205,Susitna River,Defoliation > 75% of leaves defoliated,604622,54415.98,4.731
190205,Susitna River,Crown Dieback,36096,3248.64,0.282
190205,Susitna River,Defoliation < 50% of leaves defoliated,22729,2045.61,0.178
190205,Susitna River,Branch Breakage,3397,305.73,0.027
190205,Susitna River,Branch flagging,2268,204.12,0.018
190205,Susitna River,Main stem Broken or Uprooted,241,21.69,0.002
190205,Susitna River,Other Damage (known),9,0.81,0.0
190303,Nushagak River,Defoliation,1865909,167931.81,69.904
190303,Nushagak River,Crown Discoloration,364631,32816.79,13.66
190303,Nushagak River,Defoliation > 75% of leaves defoliated,196855,17716.95,7.375
190303,Nushagak River,Defoliation 50-75% of leaves defoliated,93670,8430.3,3.509
190303,Nushagak River,Crown Dieback,79485,7153.65,2.978
190303,Nushagak River,Mortality,69389,6245.01,2.6
190303,Nushagak River,Branch flagging,690,62.1,0.026
190303,Nushagak River,Defoliation < 50% of leaves defoliated,154,13.86,0.006
190304,Upper Kuskokwim River,Defoliation,4271576,384441.84,73.511
190304,Upper Kuskokwim River,Mortality,1227117,110440.53,21.118
190304,Upper Kuskokwim River,Crown Discoloration,176122,15850.98,3.031
190304,Upper Kuskokwim River,Crown Dieback,67961,6116.49,1.17
190304,Upper Kuskokwim River,Defoliation 50-75% of leaves defoliated,36175,3255.75,0.623
190304,Upper Kuskokwim River,Defoliation > 75% of leaves defoliated,32819,2953.71,0.565
190304,Upper Kuskokwim River,Branch flagging,437,39.33,0.008
190305,Lower Kuskokwim River,Defoliation,802144,72192.96,77.235
190305,Lower Kuskokwim River,Mortality,182212,16399.08,17.544
190305,Lower Kuskokwim River,Defoliation 50-75% of leaves defoliated,27460,2471.4,2.644
190305,Lower Kuskokwim River,Crown Dieback,18806,1692.54,1.811
190305,Lower Kuskokwim River,Defoliation > 75% of leaves defoliated,7802,702.18,0.751
190305,Lower Kuskokwim River,Crown Discoloration,117,10.53,0.011
190305,Lower Kuskokwim River,Main stem Broken or Uprooted,37,3.33,0.004
190503,Kobuk-Selawik Rivers,Defoliation,226182,20356.38,48.763
190503,Kobuk-Selawik Rivers,Defoliation 50-75% of leaves defoliated,127824,11504.16,27.558
190503,Kobuk-Selawik Rivers,Mortality,56737,5106.33,12.232
190503,Kobuk-Selawik Rivers,Defoliation > 75% of leaves defoliated,47605,4284.45,10.263
190503,Kobuk-Selawik Rivers,Crown Dieback,5419,487.71,1.168
190503,Kobuk-Selawik Rivers,Crown Discoloration,499,44.91,0.108
190705,Fortymile River-Yukon River,Defoliation,853506,76815.54,64.108
190705,Fortymile River-Yukon River,Defoliation 50-75% of leaves defoliated,177740,15996.6,13.35
190705,Fortymile River-Yukon River,Defoliation > 75% of leaves defoliated,163434,14709.06,12.276
190705,Fortymile River-Yukon River,Mortality,122626,11036.34,9.211
190705,Fortymile River-Yukon River,Crown Dieback,17090,1538.1,1.284
190705,Fortymile River-Yukon River,Crown Discoloration,1753,157.77,0.132
190705,Fortymile River-Yukon River,Main stem Broken or Uprooted,336,30.24,0.025
190705,Fortymile River-Yukon River,Defoliation < 50% of leaves defoliated,148,13.32,0.011
190705,Fortymile River-Yukon River,Branch flagging,33,2.97,0.002
190801,Porcupine River,Defoliation,6165311,554877.99,82.663
190801,Porcupine River,Mortality,764979,68848.11,10.257
190801,Porcupine River,Defoliation > 75% of leaves defoliated,253031,22772.79,3.393
190801,Porcupine River,Defoliation 50-75% of leaves defoliated,211538,19038.42,2.836
190801,Porcupine River,Crown Dieback,69281,6235.29,0.929
190801,Porcupine River,Crown Discoloration,3405,306.45,0.046
190801,Porcupine River,Main stem Broken or Uprooted,2073,186.57,0.028
190801,Porcupine River,Topkill,1775,159.75,0.024
190801,Porcupine River,Mortality - Previously Undocumented,707,63.63,0.009
190801,Porcupine River,Branch flagging,8,0.72,0.0
190802,Chandalar-Christian River,Defoliation,1667691,150092.19,85.951
190802,Chandalar-Christian River,Mortality,164041,14763.69,8.455
190802,Chandalar-Christian River,Defoliation 50-75% of leaves defoliated,50097,4508.73,2.582
190802,Chandalar-Christian River,Defoliation > 75% of leaves defoliated,43024,3872.16,2.217
190802,Chandalar-Christian River,Crown Dieback,10669,960.21,0.55
190802,Chandalar-Christian River,Crown Discoloration,4720,424.8,0.243
190802,Chandalar-Christian River,Mortality - Previously Undocumented,240,21.6,0.012
190802,Chandalar-Christian River,Branch flagging,55,4.95,0.003
190803,Tanana River,Defoliation,14263377,1283703.93,66.051
190803,Tanana River,Defoliation > 75% of leaves defoliated,2752343,247710.87,12.746
190803,Tanana River,Defoliation 50-75% of leaves defoliated,2691506,242235.54,12.464
190803,Tanana River,Mortality,1691392,152225.28,7.833
190803,Tanana River,Crown Dieback,131428,11828.52,0.609
190803,Tanana River,Mortality - Previously Undocumented,130127,11711.43,0.603
190803,Tanana River,Crown Discoloration,38105,3429.45,0.176
190803,Tanana River,Main stem Broken or Uprooted,19045,1714.05,0.088
190803,Tanana River,Branch Breakage,7588,682.92,0.035
190803,Tanana River,Defoliation < 50% of leaves defoliated,1835,165.15,0.008
190803,Tanana River,Other Damage (known),1269,114.21,0.006
190803,Tanana River,Branch flagging,237,21.33,0.001
190804,Beaver Creek-Yukon River,Defoliation,4495390,404585.1,73.362
190804,Beaver Creek-Yukon River,Defoliation 50-75% of leaves defoliated,675609,60804.81,11.026
190804,Beaver Creek-Yukon River,Defoliation > 75% of leaves defoliated,674210,60678.9,11.003
190804,Beaver Creek-Yukon River,Mortality,240858,21677.22,3.931
190804,Beaver Creek-Yukon River,Crown Dieback,53907,4851.63,0.88
190804,Beaver Creek-Yukon River,Mortality - Previously Undocumented,13941,1254.69,0.228
190804,Beaver Creek-Yukon River,Defoliation < 50% of leaves defoliated,8872,798.48,0.145
190804,Beaver Creek-Yukon River,Other Damage (known),6814,613.26,0.111
190804,Beaver Creek-Yukon River,Crown Discoloration,2254,202.86,0.037
190804,Beaver Creek-Yukon River,Branch flagging,1126,101.34,0.018
190804,Beaver Creek-Yukon River,Main stem Broken or Uprooted,118,10.62,0.002
190901,Koyukuk River,Defoliation,900638,81057.42,69.283
190901,Koyukuk River,Defoliation 50-75% of leaves defoliated,191082,17197.38,14.699
190901,Koyukuk River,Defoliation > 75% of leaves defoliated,106191,9557.19,8.169
190901,Koyukuk River,Mortality,92413,8317.17,7.109
190901,Koyukuk River,Crown Discoloration,5319,478.71,0.409
190901,Koyukuk River,Crown Dieback,2578,232.02,0.198
190901,Koyukuk River,Main stem Broken or Uprooted,1270,114.3,0.098
190901,Koyukuk River,Branch flagging,567,51.03,0.044
190902,Melozitna River-Yukon River,Defoliation,1917650,172588.5,69.139
190902,Melozitna River-Yukon River,Mortality,581945,52375.05,20.982
190902,Melozitna River-Yukon River,Defoliation 50-75% of leaves defoliated,116951,10525.59,4.217
190902,Melozitna River-Yukon River,Defoliation > 75% of leaves defoliated,108733,9785.97,3.92
190902,Melozitna River-Yukon River,Crown Dieback,52978,4768.02,1.91
190902,Melozitna River-Yukon River,Crown Discoloration,5282,475.38,0.19
190902,Melozitna River-Yukon River,Branch flagging,202,18.18,0.007
190902,Melozitna River-Yukon River,Main stem Broken or Uprooted,104,9.36,0.004
190903,Outlet Yukon River,Defoliation,2459028,221312.52,82.873
190903,Outlet Yukon River,Defoliation > 75% of leaves defoliated,247104,22239.36,8.328
190903,Outlet Yukon River,Defoliation 50-75% of leaves defoliated,156232,14060.88,5.265
190903,Outlet Yukon River,Mortality,95460,8591.4,3.217
190903,Outlet Yukon River,Crown Dieback,8750,787.5,0.295
190903,Outlet Yukon River,Crown Discoloration,1052,94.68,0.035
190903,Outlet Yukon River,Defoliation < 50% of leaves defoliated,288,25.92,0.01
190903,Outlet Yukon River,Main stem Broken or Uprooted,141,12.69,0.005
190903,Outlet Yukon River,Branch flagging,13,1.17,0.0
