subregion,subregion_name,native_class,pixel_count,area_ha
190903,Outlet Yukon River,canker (general),6323,569.07
190903,Outlet Yukon River,cottonwood leafminers,2968,267.12
190903,Outlet Yukon River,decline complex,582,52.38
190903,Outlet Yukon River,defoliators,444215,39979.35
190903,Outlet Yukon River,dieback,1304,117.36
190903,Outlet Yukon River,eastern larch beetle,45,4.05
190903,Outlet Yukon River,flooding-high water,9735,876.15
190903,Outlet Yukon River,foliage and shoot diseases,975,87.75
190903,Outlet Yukon River,larch sawfly,528190,47537.1
190903,Outlet Yukon River,large aspen tortrix,63554,5719.86
190903,Outlet Yukon River,large-spored spruce-Labrador tea rust,60,5.4
190903,Outlet Yukon River,mud-land slide,141,12.69
190903,Outlet Yukon River,northern spruce engraver,84689,7622.01
190903,Outlet Yukon River,"other canker agent, known (code pending)",465,41.85
190903,Outlet Yukon River,"other wilt, known (code pending)",76,6.84
190903,Outlet Yukon River,speckled green fruitworm,166947,15025.23
190903,Outlet Yukon River,spruce beetle,4116,370.44
190903,Outlet Yukon River,spruce broom rust,13,1.17
190903,Outlet Yukon River,unknown,17,1.53
190903,Outlet Yukon River,unknown defoliator,597535,53778.15
190903,Outlet Yukon River,willow leaf blotchminer,323345,29101.05
