subregion,subregion_name,year,native_class,pixel_count,area_ha,spatial_prevalence_pct
190101,Southern Southeast Alaska,2002,hemlock sawfly,6033,542.97,37.365
190101,Southern Southeast Alaska,2002,yellow-cedar decline,4814,433.26,29.815
190101,Southern Southeast Alaska,2002,spruce aphid,3982,358.38,24.662
190101,Southern Southeast Alaska,2002,hemlock canker,914,82.26,5.661
190101,Southern Southeast Alaska,2002,spruce beetle,141,12.69,0.873
190101,Southern Southeast Alaska,2002,flooding-high water,104,9.36,0.644
190101,Southern Southeast Alaska,2002,mud-land slide,84,7.56,0.52
190101,Southern Southeast Alaska,2002,common porcupine,74,6.66,0.458
190101,Southern Southeast Alaska,2003,spruce aphid,35188,3166.92,59.975
190101,Southern Southeast Alaska,2003,yellow-cedar decline,11138,1002.42,18.984
190101,Southern Southeast Alaska,2003,western blackheaded budworm,8315,748.35,14.172
190101,Southern Southeast Alaska,2003,mud-land slide,2112,190.08,3.6
190101,Southern Southeast Alaska,2003,birch leafroller,780,70.2,1.329
190101,Southern Southeast Alaska,2003,flooding-high water,494,44.46,0.842
190101,Southern Southeast Alaska,2003,common porcupine,380,34.2,0.648
190101,Southern Southeast Alaska,2003,wind-tornado/hurricane,186,16.74,0.317
190101,Southern Southeast Alaska,2003,spruce beetle,78,7.02,0.133
190101,Southern Southeast Alaska,2004,yellow-cedar decline,19215,1729.35,47.031
190101,Southern Southeast Alaska,2004,spruce aphid,14458,1301.22,35.388
190101,Southern Southeast Alaska,2004,western blackheaded budworm,5013,451.17,12.27
190101,Southern Southeast Alaska,2004,flooding-high water,945,85.05,2.313
190101,Southern Southeast Alaska,2004,mud-land slide,759,68.31,1.858
190101,Southern Southeast Alaska,2004,hemlock sawfly,369,33.21,0.903
190101,Southern Southeast Alaska,2004,common porcupine,97,8.73,0.237
190101,Southern Southeast Alaska,2005,yellow-cedar decline,53671,4830.39,64.499
190101,Southern Southeast Alaska,2005,spruce aphid,26651,2398.59,32.028
190101,Southern Southeast Alaska,2005,mud-land slide,1352,121.68,1.625
190101,Southern Southeast Alaska,2005,hemlock sawfly,695,62.55,0.835
190101,Southern Southeast Alaska,2005,common porcupine,407,36.63,0.489
190101,Southern Southeast Alaska,2005,flooding-high water,375,33.75,0.451
190101,Southern Southeast Alaska,2005,hemlock canker,61,5.49,0.073
190101,Southern Southeast Alaska,2006,yellow-cedar decline,29092,2618.28,57.223
190101,Southern Southeast Alaska,2006,spruce aphid,20469,1842.21,40.262
190101,Southern Southeast Alaska,2006,mud-land slide,990,89.1,1.947
190101,Southern Southeast Alaska,2006,flooding-high water,289,26.01,0.568
190101,Southern Southeast Alaska,2007,yellow-cedar decline,36207,3258.63,82.121
190101,Southern Southeast Alaska,2007,flooding-high water,3703,333.27,8.399
190101,Southern Southeast Alaska,2007,spruce aphid,2778,250.02,6.301
190101,Southern Southeast Alaska,2007,mud-land slide,724,65.16,1.642
190101,Southern Southeast Alaska,2007,western blackheaded budworm,285,25.65,0.646
190101,Southern Southeast Alaska,2007,wind-tornado/hurricane,196,17.64,0.445
190101,Southern Southeast Alaska,2007,spruce beetle,108,9.72,0.245
190101,Southern Southeast Alaska,2007,common porcupine,89,8.01,0.202
190101,Southern Southeast Alaska,2008,yellow-cedar decline,6344,570.96,92.573
190101,Southern Southeast Alaska,2008,flooding-high water,218,19.62,3.181
190101,Southern Southeast Alaska,2008,wind-tornado/hurricane,173,15.57,2.524
190101,Southern Southeast Alaska,2008,common porcupine,78,7.02,1.138
190101,Southern Southeast Alaska,2008,spruce beetle,40,3.6,0.584
190101,Southern Southeast Alaska,2009,yellow-cedar decline,23010,2070.9,66.831
190101,Southern Southeast Alaska,2009,hemlock sawfly,7171,645.39,20.828
190101,Southern Southeast Alaska,2009,mortality,1409,126.81,4.092
190101,Southern Southeast Alaska,2009,unknown,1342,120.78,3.898
190101,Southern Southeast Alaska,2009,mud-land slide,1111,99.99,3.227
190101,Southern Southeast Alaska,2009,common porcupine,237,21.33,0.688
190101,Southern Southeast Alaska,2009,spruce beetle,104,9.36,0.302
190101,Southern Southeast Alaska,2009,flooding-high water,46,4.14,0.134
190101,Southern Southeast Alaska,2010,yellow-cedar decline,49972,4497.48,66.99
190101,Southern Southeast Alaska,2010,spruce aphid,8405,756.45,11.267
190101,Southern Southeast Alaska,2010,hemlock sawfly,5559,500.31,7.452
190101,Southern Southeast Alaska,2010,defoliators,5195,467.55,6.964
190101,Southern Southeast Alaska,2010,spruce beetle,2933,263.97,3.932
190101,Southern Southeast Alaska,2010,flooding-high water,1083,97.47,1.452
190101,Southern Southeast Alaska,2010,hemlock canker,863,77.67,1.157
190101,Southern Southeast Alaska,2010,wind-tornado/hurricane,401,36.09,0.538
190101,Southern Southeast Alaska,2010,mud-land slide,185,16.65,0.248
190101,Southern Southeast Alaska,2011,yellow-cedar decline,79569,7161.21,81.764
190101,Southern Southeast Alaska,2011,wind-tornado/hurricane,7610,684.9,7.82
190101,Southern Southeast Alaska,2011,mud-land slide,3811,342.99,3.916
190101,Southern Southeast Alaska,2011,spruce aphid,3417,307.53,3.511
190101,Southern Southeast Alaska,2011,hemlock sawfly,2790,251.1,2.867
190101,Southern Southeast Alaska,2011,flooding-high water,69,6.21,0.071
190101,Southern Southeast Alaska,2011,spruce beetle,49,4.41,0.05
190101,Southern Southeast Alaska,2012,yellow-cedar decline,33345,3001.05,67.305
190101,Southern Southeast Alaska,2012,western gall rust,6251,562.59,12.617
190101,Southern Southeast Alaska,2012,hemlock sawfly,5612,505.08,11.328
190101,Southern Southeast Alaska,2012,flooding-high water,1515,136.35,3.058
190101,Southern Southeast Alaska,2012,spruce beetle,1495,134.55,3.018
190101,Southern Southeast Alaska,2012,spruce aphid,1274,114.66,2.572
190101,Southern Southeast Alaska,2012,defoliators,430,38.7,0.868
190101,Southern Southeast Alaska,2013,hemlock sawfly,30159,2714.31,48.57
190101,Southern Southeast Alaska,2013,yellow-cedar decline,28358,2552.22,45.669
190101,Southern Southeast Alaska,2013,defoliators,1739,156.51,2.801
190101,Southern Southeast Alaska,2013,wind-tornado/hurricane,1688,151.92,2.718
190101,Southern Southeast Alaska,2013,flooding-high water,1008,90.72,1.623
190101,Southern Southeast Alaska,2013,spruce beetle,547,49.23,0.881
190101,Southern Southeast Alaska,2013,western gall rust,344,30.96,0.554
190101,Southern Southeast Alaska,2014,yellow-cedar decline,30942,2784.78,57.757
190101,Southern Southeast Alaska,2014,hemlock sawfly,14313,1288.17,26.717
190101,Southern Southeast Alaska,2014,defoliators,6775,609.75,12.646
190101,Southern Southeast Alaska,2014,common porcupine,526,47.34,0.982
190101,Southern Southeast Alaska,2014,western blackheaded budworm,444,39.96,0.829
190101,Southern Southeast Alaska,2014,wind-tornado/hurricane,344,30.96,0.642
190101,Southern Southeast Alaska,2014,mud-land slide,218,19.62,0.407
190101,Southern Southeast Alaska,2014,hemlock canker,36,3.24,0.067
190101,Southern Southeast Alaska,2014,western gall rust,33,2.97,0.062
190101,Southern Southeast Alaska,2014,flooding-high water,27,2.43,0.05
190101,Southern Southeast Alaska,2015,yellow-cedar decline,127874,11508.66,79.425
190101,Southern Southeast Alaska,2015,spruce aphid,16778,1510.02,10.421
190101,Southern Southeast Alaska,2015,unknown,6698,602.82,4.16
190101,Southern Southeast Alaska,2015,spruce beetle,6095,548.55,3.786
190101,Southern Southeast Alaska,2015,wind-tornado/hurricane,2860,257.4,1.776
190101,Southern Southeast Alaska,2015,flooding-high water,1518,136.62,0.943
190101,Southern Southeast Alaska,2015,mud-land slide,327,29.43,0.203
190101,Southern Southeast Alaska,2015,unknown defoliator,324,29.16,0.201
190101,Southern Southeast Alaska,2015,Dothistroma needle blight (D. septosporum),48,4.32,0.03
190101,Southern Southeast Alaska,2015,hemlock canker,48,4.32,0.03
190101,Southern Southeast Alaska,2016,yellow-cedar decline,68091,6128.19,83.742
190101,Southern Southeast Alaska,2016,spruce aphid,9959,896.31,12.248
190101,Southern Southeast Alaska,2016,Dothistroma needle blight (D. septosporum),1512,136.08,1.86
190101,Southern Southeast Alaska,2016,unknown defoliator,741,66.69,0.911
190101,Southern Southeast Alaska,2016,flooding-high water,644,57.96,0.792
190101,Southern Southeast Alaska,2016,mud-land slide,303,27.27,0.373
190101,Southern Southeast Alaska,2016,spruce beetle,46,4.14,0.057
190101,Southern Southeast Alaska,2016,unknown canker,14,1.26,0.017
190101,Southern Southeast Alaska,2017,yellow-cedar decline,84997,7649.73,95.956
190101,Southern Southeast Alaska,2017,unknown defoliator,2243,201.87,2.532
190101,Southern Southeast Alaska,2017,hemlock canker,492,44.28,0.555
190101,Southern Southeast Alaska,2017,spruce beetle,480,43.2,0.542
190101,Southern Southeast Alaska,2017,flooding-high water,357,32.13,0.403
190101,Southern Southeast Alaska,2017,common porcupine,10,0.9,0.011
190101,Southern Southeast Alaska,2018,hemlock sawfly,36396,3275.64,51.471
190101,Southern Southeast Alaska,2018,yellow-cedar decline,25962,2336.58,36.716
190101,Southern Southeast Alaska,2018,unknown defoliator,6351,571.59,8.982
190101,Southern Southeast Alaska,2018,flooding-high water,730,65.7,1.032
190101,Southern Southeast Alaska,2018,Dothistroma needle blight (D. septosporum),677,60.93,0.957
190101,Southern Southeast Alaska,2018,mud-land slide,535,48.15,0.757
190101,Southern Southeast Alaska,2018,spruce aphid,243,21.87,0.344
190101,Southern Southeast Alaska,2018,wind-tornado/hurricane,131,11.79,0.185
190101,Southern Southeast Alaska,2018,hemlock canker,11,0.99,0.016
190101,Southern Southeast Alaska,2019,hemlock sawfly,280046,25204.14,86.314
190101,Southern Southeast Alaska,2019,yellow-cedar decline,46005,4140.45,14.179
190101,Southern Southeast Alaska,2019,unknown defoliator,1124,101.16,0.346
190101,Southern Southeast Alaska,2019,Dothistroma needle blight (D. septosporum),711,63.99,0.219
190101,Southern Southeast Alaska,2019,flooding-high water,163,14.67,0.05
190101,Southern Southeast Alaska,2019,unknown,156,14.04,0.048
190101,Southern Southeast Alaska,2019,spruce aphid,142,12.78,0.044
190101,Southern Southeast Alaska,2019,wind-tornado/hurricane,6,0.54,0.002
190101,Southern Southeast Alaska,2019,fire,4,0.36,0.001
190101,Southern Southeast Alaska,2020,hemlock sawfly,444236,39981.24,90.885
190101,Southern Southeast Alaska,2020,yellow-cedar decline,44603,4014.27,9.125
190101,Southern Southeast Alaska,2020,unknown defoliator,2278,205.02,0.466
190101,Southern Southeast Alaska,2020,flooding-high water,105,9.45,0.021
190101,Southern Southeast Alaska,2020,spruce beetle,34,3.06,0.007
190101,Southern Southeast Alaska,2021,western blackheaded budworm,164832,14834.88,82.954
190101,Southern Southeast Alaska,2021,hemlock sawfly,63525,5717.25,31.97
190101,Southern Southeast Alaska,2021,yellow-cedar decline,17051,1534.59,8.581
190101,Southern Southeast Alaska,2021,mud-land slide,1834,165.06,0.923
190101,Southern Southeast Alaska,2021,flooding-high water,450,40.5,0.226
190101,Southern Southeast Alaska,2021,common porcupine,146,13.14,0.073
190101,Southern Southeast Alaska,2021,western gall rust,94,8.46,0.047
190101,Southern Southeast Alaska,2022,western blackheaded budworm,771243,69411.87,91.483
190101,Southern Southeast Alaska,2022,unknown defoliator,51132,4601.88,6.065
190101,Southern Southeast Alaska,2022,yellow-cedar decline,23083,2077.47,2.738
190101,Southern Southeast Alaska,2022,hemlock sawfly,1541,138.69,0.183
190101,Southern Southeast Alaska,2022,western gall rust,1093,98.37,0.13
190101,Southern Southeast Alaska,2022,flooding-high water,313,28.17,0.037
190101,Southern Southeast Alaska,2023,yellow-cedar decline,17663,1589.67,62.433
190101,Southern Southeast Alaska,2023,unknown,5533,497.97,19.557
190101,Southern Southeast Alaska,2023,western blackheaded budworm,4537,408.33,16.037
190101,Southern Southeast Alaska,2023,flooding-high water,293,26.37,1.036
190101,Southern Southeast Alaska,2023,mud-land slide,254,22.86,0.898
190101,Southern Southeast Alaska,2023,western gall rust,44,3.96,0.156
190101,Southern Southeast Alaska,2024,unknown,36658,3299.22,44.95
190101,Southern Southeast Alaska,2024,yellow-cedar decline,32617,2935.53,39.995
190101,Southern Southeast Alaska,2024,western blackheaded budworm,11999,1079.91,14.713
190101,Southern Southeast Alaska,2024,flooding-high water,197,17.73,0.242
190101,Southern Southeast Alaska,2024,mud-land slide,117,10.53,0.143
190101,Southern Southeast Alaska,2024,unknown defoliator,45,4.05,0.055
190101,Southern Southeast Alaska,2024,Dothistroma needle blight (D. septosporum),32,2.88,0.039
190101,Southern Southeast Alaska,2024,wind-tornado/hurricane,17,1.53,0.021
190101,Southern Southeast Alaska,2025,yellow-cedar decline,10562,950.58,52.339
190101,Southern Southeast Alaska,2025,unknown,8580,772.2,42.517
190101,Southern Southeast Alaska,2025,western blackheaded budworm,410,36.9,2.032
190101,Southern Southeast Alaska,2025,western gall rust,311,27.99,1.541
190101,Southern Southeast Alaska,2025,unknown defoliator,219,19.71,1.085
190101,Southern Southeast Alaska,2025,flooding-high water,116,10.44,0.575
190101,Southern Southeast Alaska,2025,wind-tornado/hurricane,45,4.05,0.223
190101,Southern Southeast Alaska,2025,spruce aphid,32,2.88,0.159
190101,Southern Southeast Alaska,2025,Dothistroma needle blight (D. septosporum),23,2.07,0.114
190101,Southern Southeast Alaska,2025,mud-land slide,14,1.26,0.069
190101,Southern Southeast Alaska,2025,spruce beetle,9,0.81,0.045
190102,Central Southeast Alaska,1997,hemlock sawfly,13658,1229.22,43.835
190102,Central Southeast Alaska,1997,western blackheaded budworm,5444,489.96,17.472
190102,Central Southeast Alaska,1997,spruce beetle,4612,415.08,14.802
190102,Central Southeast Alaska,1997,wind-tornado/hurricane,3274,294.66,10.508
190102,Central Southeast Alaska,1997,common porcupine,2859,257.31,9.176
190102,Central Southeast Alaska,1997,flooding-high water,664,59.76,2.131
190102,Central Southeast Alaska,1997,mud-land slide,606,54.54,1.945
190102,Central Southeast Alaska,1997,spruce aphid,41,3.69,0.132
190102,Central Southeast Alaska,1998,spruce aphid,141122,12700.98,89.675
190102,Central Southeast Alaska,1998,hemlock sawfly,15571,1401.39,9.894
190102,Central Southeast Alaska,1998,flooding-high water,299,26.91,0.19
190102,Central Southeast Alaska,1998,spruce beetle,157,14.13,0.1
190102,Central Southeast Alaska,1998,wind-tornado/hurricane,149,13.41,0.095
190102,Central Southeast Alaska,1998,common porcupine,46,4.14,0.029
190102,Central Southeast Alaska,1998,mud-land slide,27,2.43,0.017
190102,Central Southeast Alaska,1999,spruce aphid,14845,1336.05,85.626
190102,Central Southeast Alaska,1999,common porcupine,1100,99.0,6.345
190102,Central Southeast Alaska,1999,wind-tornado/hurricane,830,74.7,4.787
190102,Central Southeast Alaska,1999,spruce beetle,219,19.71,1.263
190102,Central Southeast Alaska,1999,mud-land slide,208,18.72,1.2
190102,Central Southeast Alaska,1999,flooding-high water,135,12.15,0.779
190102,Central Southeast Alaska,2000,spruce aphid,70584,6352.56,76.095
190102,Central Southeast Alaska,2000,large-spored spruce-Labrador tea rust,9604,864.36,10.354
190102,Central Southeast Alaska,2000,hemlock sawfly,8079,727.11,8.71
190102,Central Southeast Alaska,2000,common porcupine,1707,153.63,1.84
190102,Central Southeast Alaska,2000,wind-tornado/hurricane,1007,90.63,1.086
190102,Central Southeast Alaska,2000,defoliators,917,82.53,0.989
190102,Central Southeast Alaska,2000,mud-land slide,788,70.92,0.85
190102,Central Southeast Alaska,2000,flooding-high water,72,6.48,0.078
190102,Central Southeast Alaska,2001,spruce aphid,47827,4304.43,88.754
190102,Central Southeast Alaska,2001,yellow-cedar decline,3227,290.43,5.988
190102,Central Southeast Alaska,2001,hemlock sawfly,1690,152.1,3.136
190102,Central Southeast Alaska,2001,mud-land slide,383,34.47,0.711
190102,Central Southeast Alaska,2001,flooding-high water,273,24.57,0.507
190102,Central Southeast Alaska,2001,wind-tornado/hurricane,256,23.04,0.475
190102,Central Southeast Alaska,2001,common porcupine,127,11.43,0.236
190102,Central Southeast Alaska,2001,birch leafroller,59,5.31,0.109
190102,Central Southeast Alaska,2001,hemlock canker,34,3.06,0.063
190102,Central Southeast Alaska,2001,spruce beetle,11,0.99,0.02
190102,Central Southeast Alaska,2002,yellow-cedar decline,8823,794.07,58.184
190102,Central Southeast Alaska,2002,spruce aphid,2171,195.39,14.317
190102,Central Southeast Alaska,2002,western blackheaded budworm,1568,141.12,10.34
190102,Central Southeast Alaska,2002,Chrysomela leaf beetle,1021,91.89,6.733
190102,Central Southeast Alaska,2002,wind-tornado/hurricane,659,59.31,4.346
190102,Central Southeast Alaska,2002,common porcupine,435,39.15,2.869
190102,Central Southeast Alaska,2002,mud-land slide,261,23.49,1.721
190102,Central Southeast Alaska,2002,hemlock canker,152,13.68,1.002
190102,Central Southeast Alaska,2002,hemlock sawfly,74,6.66,0.488
190102,Central Southeast Alaska,2003,spruce aphid,29913,2692.17,43.837
190102,Central Southeast Alaska,2003,yellow-cedar decline,29842,2685.78,43.733
190102,Central Southeast Alaska,2003,mud-land slide,2609,234.81,3.823
190102,Central Southeast Alaska,2003,western blackheaded budworm,2292,206.28,3.359
190102,Central Southeast Alaska,2003,wind-tornado/hurricane,1631,146.79,2.39
190102,Central Southeast Alaska,2003,hemlock sawfly,686,61.74,1.005
190102,Central Southeast Alaska,2003,defoliators,498,44.82,0.73
190102,Central Southeast Alaska,2003,birch leafroller,371,33.39,0.544
190102,Central Southeast Alaska,2003,flooding-high water,355,31.95,0.52
190102,Central Southeast Alaska,2003,spruce beetle,40,3.6,0.059
190102,Central Southeast Alaska,2004,yellow-cedar decline,42170,3795.3,60.427
190102,Central Southeast Alaska,2004,spruce aphid,14529,1307.61,20.819
190102,Central Southeast Alaska,2004,common porcupine,6541,588.69,9.373
190102,Central Southeast Alaska,2004,hemlock sawfly,2043,183.87,2.927
190102,Central Southeast Alaska,2004,wind-tornado/hurricane,1375,123.75,1.97
190102,Central Southeast Alaska,2004,flooding-high water,1239,111.51,1.775
190102,Central Southeast Alaska,2004,western blackheaded budworm,1193,107.37,1.709
190102,Central Southeast Alaska,2004,mud-land slide,697,62.73,0.999
190102,Central Southeast Alaska,2005,yellow-cedar decline,95493,8594.37,78.208
190102,Central Southeast Alaska,2005,spruce aphid,17448,1570.32,14.29
190102,Central Southeast Alaska,2005,common porcupine,3090,278.1,2.531
190102,Central Southeast Alaska,2005,mud-land slide,2593,233.37,2.124
190102,Central Southeast Alaska,2005,wind-tornado/hurricane,1399,125.91,1.146
190102,Central Southeast Alaska,2005,<Dryocoetes autographus>,854,76.86,0.699
190102,Central Southeast Alaska,2005,defoliators,616,55.44,0.505
190102,Central Southeast Alaska,2005,willow leaf blotchminer,285,25.65,0.233
190102,Central Southeast Alaska,2005,flooding-high water,257,23.13,0.21
190102,Central Southeast Alaska,2005,spruce beetle,66,5.94,0.054
190102,Central Southeast Alaska,2006,yellow-cedar decline,115882,10429.38,83.105
190102,Central Southeast Alaska,2006,spruce aphid,13269,1194.21,9.516
190102,Central Southeast Alaska,2006,mud-land slide,4641,417.69,3.328
190102,Central Southeast Alaska,2006,western blackheaded budworm,2795,251.55,2.004
190102,Central Southeast Alaska,2006,spruce beetle,1459,131.31,1.046
190102,Central Southeast Alaska,2006,flooding-high water,1120,100.8,0.803
190102,Central Southeast Alaska,2006,common porcupine,220,19.8,0.158
190102,Central Southeast Alaska,2006,wind-tornado/hurricane,54,4.86,0.039
190102,Central Southeast Alaska,2007,yellow-cedar decline,81560,7340.4,72.605
190102,Central Southeast Alaska,2007,flooding-high water,10284,925.56,9.155
190102,Central Southeast Alaska,2007,western blackheaded budworm,9511,855.99,8.467
190102,Central Southeast Alaska,2007,spruce aphid,6899,620.91,6.142
190102,Central Southeast Alaska,2007,mud-land slide,2924,263.16,2.603
190102,Central Southeast Alaska,2007,wind-tornado/hurricane,731,65.79,0.651
190102,Central Southeast Alaska,2007,common porcupine,425,38.25,0.378
190102,Central Southeast Alaska,2008,yellow-cedar decline,34553,3109.77,65.326
190102,Central Southeast Alaska,2008,mortality,8147,733.23,15.403
190102,Central Southeast Alaska,2008,common porcupine,4283,385.47,8.097
190102,Central Southeast Alaska,2008,western blackheaded budworm,2508,225.72,4.742
190102,Central Southeast Alaska,2008,mud-land slide,1757,158.13,3.322
190102,Central Southeast Alaska,2008,wind-tornado/hurricane,498,44.82,0.942
190102,Central Southeast Alaska,2008,spruce beetle,351,31.59,0.664
190102,Central Southeast Alaska,2008,flooding-high water,332,29.88,0.628
190102,Central Southeast Alaska,2008,skeletonizer,304,27.36,0.575
190102,Central Southeast Alaska,2008,western gall rust,160,14.4,0.302
190102,Central Southeast Alaska,2009,yellow-cedar decline,50260,4523.4,69.084
190102,Central Southeast Alaska,2009,hemlock sawfly,8824,794.16,12.129
190102,Central Southeast Alaska,2009,mortality,7658,689.22,10.526
190102,Central Southeast Alaska,2009,common porcupine,2713,244.17,3.729
190102,Central Southeast Alaska,2009,western blackheaded budworm,2164,194.76,2.974
190102,Central Southeast Alaska,2009,mud-land slide,849,76.41,1.167
190102,Central Southeast Alaska,2009,spruce beetle,206,18.54,0.283
190102,Central Southeast Alaska,2009,flooding-high water,78,7.02,0.107
190102,Central Southeast Alaska,2010,yellow-cedar decline,87196,7847.64,40.645
190102,Central Southeast Alaska,2010,spruce aphid,81069,7296.21,37.789
190102,Central Southeast Alaska,2010,hemlock sawfly,34669,3120.21,16.16
190102,Central Southeast Alaska,2010,common porcupine,4136,372.24,1.928
190102,Central Southeast Alaska,2010,defoliators,3893,350.37,1.815
190102,Central Southeast Alaska,2010,flooding-high water,1313,118.17,0.612
190102,Central Southeast Alaska,2010,hemlock canker,927,83.43,0.432
190102,Central Southeast Alaska,2010,spruce beetle,538,48.42,0.251
190102,Central Southeast Alaska,2010,mud-land slide,453,40.77,0.211
190102,Central Southeast Alaska,2010,large-spored spruce-Labrador tea rust,271,24.39,0.126
190102,Central Southeast Alaska,2010,wind-tornado/hurricane,67,6.03,0.031
190102,Central Southeast Alaska,2011,hemlock sawfly,46812,4213.08,43.67
190102,Central Southeast Alaska,2011,yellow-cedar decline,40641,3657.69,37.914
190102,Central Southeast Alaska,2011,spruce aphid,11796,1061.64,11.004
190102,Central Southeast Alaska,2011,wind-tornado/hurricane,5408,486.72,5.045
190102,Central Southeast Alaska,2011,mud-land slide,1145,103.05,1.068
190102,Central Southeast Alaska,2011,common porcupine,742,66.78,0.692
190102,Central Southeast Alaska,2011,unknown,596,53.64,0.556
190102,Central Southeast Alaska,2011,spruce beetle,54,4.86,0.05
190102,Central Southeast Alaska,2012,yellow-cedar decline,44403,3996.27,48.896
190102,Central Southeast Alaska,2012,hemlock sawfly,18773,1689.57,20.673
190102,Central Southeast Alaska,2012,defoliators,11935,1074.15,13.143
190102,Central Southeast Alaska,2012,spruce beetle,7333,659.97,8.075
190102,Central Southeast Alaska,2012,spruce aphid,2272,204.48,2.502
190102,Central Southeast Alaska,2012,wind-tornado/hurricane,2077,186.93,2.287
190102,Central Southeast Alaska,2012,flooding-high water,1562,140.58,1.72
190102,Central Southeast Alaska,2012,western gall rust,886,79.74,0.976
190102,Central Southeast Alaska,2012,spruce budworm,518,46.62,0.57
190102,Central Southeast Alaska,2012,mud-land slide,455,40.95,0.501
190102,Central Southeast Alaska,2012,western blackheaded budworm,362,32.58,0.399
190102,Central Southeast Alaska,2012,willow leaf blotchminer,117,10.53,0.129
190102,Central Southeast Alaska,2012,common porcupine,110,9.9,0.121
190102,Central Southeast Alaska,2012,"other wilt, known (code pending)",16,1.44,0.018
190102,Central Southeast Alaska,2013,yellow-cedar decline,31634,2847.06,43.517
190102,Central Southeast Alaska,2013,hemlock sawfly,23333,2099.97,32.098
190102,Central Southeast Alaska,2013,spruce beetle,8225,740.25,11.315
190102,Central Southeast Alaska,2013,defoliators,6927,623.43,9.529
190102,Central Southeast Alaska,2013,flooding-high water,967,87.03,1.33
190102,Central Southeast Alaska,2013,decline complex,821,73.89,1.129
190102,Central Southeast Alaska,2013,spruce aphid,630,56.7,0.867
190102,Central Southeast Alaska,2013,wind-tornado/hurricane,354,31.86,0.487
190102,Central Southeast Alaska,2013,Lirula spruce needle blight,209,18.81,0.288
190102,Central Southeast Alaska,2013,western blackheaded budworm,196,17.64,0.27
190102,Central Southeast Alaska,2013,western gall rust,89,8.01,0.122
190102,Central Southeast Alaska,2014,yellow-cedar decline,58579,5272.11,67.041
190102,Central Southeast Alaska,2014,common porcupine,13885,1249.65,15.891
190102,Central Southeast Alaska,2014,defoliators,7560,680.4,8.652
190102,Central Southeast Alaska,2014,hemlock sawfly,3173,285.57,3.631
190102,Central Southeast Alaska,2014,western gall rust,1511,135.99,1.729
190102,Central Southeast Alaska,2014,spruce beetle,1268,114.12,1.451
190102,Central Southeast Alaska,2014,wind-tornado/hurricane,730,65.7,0.835
190102,Central Southeast Alaska,2014,flooding-high water,597,53.73,0.683
