dataset,aoi,year,change_class,Event_type,In_Park,Dist_name,Chnge_type,pct_own_area_outside,centroid_dist_to_aoi_m
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,413.1447202631974
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,1267.4519017476093
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,519.2561952464056
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000004,1686.8202690799117
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,2048.703508934228
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,2414.262406784327
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,1986.3165866381537
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,2188.0980821085504
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1903.0454435252786
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,415.6187888297237
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,1665.5271825019013
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,18.59137302151518,0.0
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5613.905127083307
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4726.627156405387
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,5007.750700057742
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4160.199267936863
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,4484.231218840815
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4940.654428013812
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,2400.9845829835326
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4045.122765950087
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999996,4296.996057582118
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4934.486791640992
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,2421.451643411327
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4709.544730628683
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,1650.0356064229602
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1995.5343227422352
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4931.170956768908
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4562.249505634721
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,685.0530222866045
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,3478.05968403982
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,2388.870562695763
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,5415.408701541758
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5605.367556553571
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,1163.2644272577593
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,2672.662334613968
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,2383.8306527520117
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4632.1006524698405
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,2981.264683575383
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5959.504410611528
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,569.776593631412
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,4520.717997204813
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,6262.540842666232
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3127.8780427742563
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000007,3212.2318903772684
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3303.5296435474957
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,3891.0727407583972
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,5733.895342383014
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3719.431021552416
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,1255.096491088386
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,70.08262258341419,509.74726526818574
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,5567.435167743828
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,2477.741339411335
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4195.253628183507
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,3955.4602723820535
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6625.700523727043
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3840.307109965164
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6179.695009260063
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,4846.4253688536655
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,5534.582266245968
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4188.386494904853
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,411.5840824838611
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3762.684845007679
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,969.0146492764329
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4002.6109735405917
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5459.322210356707
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999996,3597.0865269253004
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4710.791524730928
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4979.021429365221
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,748.6474354936055
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3911.2348225365854
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5760.3128754920735
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6040.981232280513
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4090.851126973572
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,715.058618163512
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6366.970166849975
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,1181.3335167495336
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5033.389615450299
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1073.8379420829283
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4170.56994817337
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3022.6527238891913
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4978.714725488522
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6040.142921974857
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,6253.7974852308935
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5495.513698358281
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,7009.227580439714
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,1096.0270022188663
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5416.507245177765
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6510.614080959357
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,5988.205310029541
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,2198.6677235874904
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6482.1225123807935
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6911.115362236155
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999996,4294.766325403264
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,3924.694956791005
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5772.624078636865
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,7676.037854691574
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6185.169879835656
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4161.505303583732
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4615.968889778861
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000004,6557.213910095154
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,3788.556124988024
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,8465.997973193265
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5131.711160771851
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,6148.76450638662
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,5631.956495507105
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,8061.921202123526
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,8081.310111701863
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4542.204237658092
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5756.056426703229
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4778.54610991098
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6134.799121200689
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,8396.612228758917
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4285.868595560969
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4072.9675020572904
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,3766.0569910676577
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,8663.78600143875
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,6508.2453672602505
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,7946.492109399373
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3800.371238083192
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3958.5197686009196
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999996,6605.244446458186
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,6667.309796457711
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,2662.765983275232
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000007,5435.374516972508
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,3643.2093767328975
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,5699.698456095206
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3899.54807587977
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3802.099852704
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,6307.671154131495
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5120.654119290153
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,7411.070411909646
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,3588.6038042969512
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,7270.92507367324
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,6836.676948573788
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,8368.171892393271
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000014,5719.101282140206
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,6205.11670283631
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,8849.904061288438
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5175.616914575538
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,4628.905825916011
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,4782.356501104907
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,6363.104196187917
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,7085.610207322531
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4075.5759348484753
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5671.971054389841
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,4913.5701347226595
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,6933.397659248757
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4565.475725487559
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,5248.518589624475
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999996,6301.101583097671
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,7601.662034550454
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4448.784944032644
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,6585.00020292611
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,4755.842775475938
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,5137.114498534086
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999996,5284.350577884628
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2002,Avalanche,Office,N,,,2.5059961700443165,0.0
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2002,Avalanche,Office,N,,,8.187521543380333,0.0
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2002,Defoliation,Office,N,,,100.0,1071.5757321502736
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,534.6188653725181
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,2.0231511669066786,0.0
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,56.05861808655815,11.357181778086641
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,3771.2637280004024
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,1469.472921595814
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,53.166419223878144,21.364935044237047
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2002,Defoliation,Office,N,,,100.0,13493.783235467092
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,2701.570201238662
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,Y,Rex Creek,,8.472463483278021,0.0
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4902.365757738921
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,3083.237892992907
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4650.4693159773915
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,1694.9033709364637
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,1896.1291874021135
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1141.9371410803487
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000004,2332.2878746583574
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,1128.3151938078922
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,881.6605636279407
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,4511.654473410897
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,4980.419789402223
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,1068.5309529931064
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,814.1021760511791
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1441.1951187576756
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,2376.397871272978
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000001,6139.519017842803
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,5870.050462683814
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999999,6642.070373027644
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,2593.422338474625
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,6341.071996735063
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,2014.2989570110853
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,3381.632748320872
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,1566.283084816322
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.00000000000003,2026.6398138685104
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,2494.9472705349444
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,93.52987720238087,1147.234513323688
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1971.1149035704861
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,3047.02646459478
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999994,7151.385837675804
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,99.99999999999997,2639.7012353776536
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,4087.5239389390736
NOCA_1987_2017_V2_1_1_UTM,lpa01_10mi_buffer,2001,Fire,Office,N,Rex Creek,,100.0,1937.6771011716849
