subregion,subregion_name,year,native_class,pixel_count,area_ha
1,Coast Range,2002,Mortality,346914,31222.26
1,Coast Range,2002,Other Damage,364,32.76
1,Coast Range,2003,Branch flagging,1092,98.28
1,Coast Range,2003,Defoliation,1344980,121048.2
1,Coast Range,2003,Main stem Broken or Uprooted,1677,150.93
1,Coast Range,2003,Mortality,511021,45991.89
1,Coast Range,2003,Other Damage,21,1.89
1,Coast Range,2003,Topkill,829,74.61
1,Coast Range,2004,Branch flagging,1497,134.73
1,Coast Range,2004,Crown Dieback,96,8.64
1,Coast Range,2004,Crown Discoloration,730,65.7
1,Coast Range,2004,Defoliation,29867,2688.03
1,Coast Range,2004,Main stem Broken or Uprooted,59,5.31
1,Coast Range,2004,Mortality,447991,40319.19
1,Coast Range,2004,Other Damage,291,26.19
1,Coast Range,2004,Topkill,136,12.24
1,Coast Range,2005,Branch flagging,6907,621.63
1,Coast Range,2005,Crown Dieback,38383,3454.47
1,Coast Range,2005,Crown Discoloration,1762,158.58
1,Coast Range,2005,Defoliation,52723,4745.07
1,Coast Range,2005,Main stem Broken or Uprooted,77,6.93
1,Coast Range,2005,Mortality,679194,61127.46
1,Coast Range,2005,Topkill,158,14.22
1,Coast Range,2006,Branch flagging,4089,368.01
1,Coast Range,2006,Crown Dieback,3493,314.37
1,Coast Range,2006,Crown Discoloration,2121,190.89
1,Coast Range,2006,Defoliation,1593,143.37
1,Coast Range,2006,Main stem Broken or Uprooted,1531,137.79
1,Coast Range,2006,Mortality,911359,82022.31
1,Coast Range,2006,Other Damage,649,58.41
1,Coast Range,2006,Topkill,819,73.71
1,Coast Range,2007,Branch flagging,8495,764.55
1,Coast Range,2007,Crown Dieback,3512,316.08
1,Coast Range,2007,Crown Discoloration,3201,288.09
1,Coast Range,2007,Defoliation,1894,170.46
1,Coast Range,2007,Main stem Broken or Uprooted,37281,3355.29
1,Coast Range,2007,Mortality,602198,54197.82
1,Coast Range,2007,Other Damage,126,11.34
1,Coast Range,2007,Topkill,441,39.69
1,Coast Range,2008,Branch flagging,6078,547.02
1,Coast Range,2008,Crown Dieback,6408,576.72
1,Coast Range,2008,Crown Discoloration,1987,178.83
1,Coast Range,2008,Defoliation,11035,993.15
1,Coast Range,2008,Main stem Broken or Uprooted,200194,18017.46
1,Coast Range,2008,Mortality,761031,68492.79
1,Coast Range,2008,Other Damage,45,4.05
1,Coast Range,2008,Topkill,299,26.91
1,Coast Range,2009,Branch flagging,9092,818.28
1,Coast Range,2009,Crown Dieback,3688,331.92
1,Coast Range,2009,Crown Discoloration,442,39.78
1,Coast Range,2009,Defoliation,13418,1207.62
1,Coast Range,2009,Main stem Broken or Uprooted,10109,909.81
1,Coast Range,2009,Mortality,1322623,119036.07
1,Coast Range,2009,Other Damage,295,26.55
1,Coast Range,2009,Topkill,30,2.7
1,Coast Range,2010,Branch flagging,4847,436.23
1,Coast Range,2010,Crown Dieback,3710,333.9
1,Coast Range,2010,Crown Discoloration,940,84.6
1,Coast Range,2010,Defoliation,1736,156.24
1,Coast Range,2010,Main stem Broken or Uprooted,3132,281.88
1,Coast Range,2010,Mortality,518437,46659.33
1,Coast Range,2010,Other Damage,1013,91.17
1,Coast Range,2010,Topkill,80,7.2
1,Coast Range,2011,Branch flagging,4386,394.74
1,Coast Range,2011,Crown Dieback,250,22.5
1,Coast Range,2011,Crown Discoloration,799,71.91
1,Coast Range,2011,Defoliation,3250,292.5
1,Coast Range,2011,Main stem Broken or Uprooted,1005,90.45
1,Coast Range,2011,Mortality,538084,48427.56
1,Coast Range,2011,Other Damage,727,65.43
1,Coast Range,2011,Topkill,97,8.73
1,Coast Range,2012,Branch flagging,4006,360.54
1,Coast Range,2012,Crown Dieback,135,12.15
1,Coast Range,2012,Crown Discoloration,5738,516.42
1,Coast Range,2012,Defoliation,17950,1615.5
1,Coast Range,2012,Main stem Broken or Uprooted,1786,160.74
1,Coast Range,2012,Mortality,523316,47098.44
1,Coast Range,2012,Other Damage,559,50.31
1,Coast Range,2012,Topkill,36,3.24
1,Coast Range,2013,Branch flagging,3713,334.17
1,Coast Range,2013,Crown Dieback,17980,1618.2
1,Coast Range,2013,Crown Discoloration,3176,285.84
1,Coast Range,2013,Defoliation,52163,4694.67
1,Coast Range,2013,Main stem Broken or Uprooted,91,8.19
1,Coast Range,2013,Mortality,468029,42122.61
1,Coast Range,2013,Other Damage,20,1.8
1,Coast Range,2013,Topkill,120,10.8
1,Coast Range,2014,Branch flagging,3128,281.52
1,Coast Range,2014,Crown Dieback,41422,3727.98
1,Coast Range,2014,Crown Discoloration,1569,141.21
1,Coast Range,2014,Defoliation,121785,10960.65
1,Coast Range,2014,Main stem Broken or Uprooted,434,39.06
1,Coast Range,2014,Mortality,558872,50298.48
1,Coast Range,2014,Other Damage,46,4.14
1,Coast Range,2015,Branch flagging,5281,475.29
1,Coast Range,2015,Crown Dieback,2298,206.82
1,Coast Range,2015,Crown Discoloration,775,69.75
1,Coast Range,2015,Defoliation,22674,2040.66
1,Coast Range,2015,Mortality,423805,38142.45
1,Coast Range,2015,Other Damage,462,41.58
1,Coast Range,2016,Branch flagging,3187,286.83
1,Coast Range,2016,Crown Dieback,6464,581.76
1,Coast Range,2016,Crown Discoloration,455,40.95
1,Coast Range,2016,Defoliation,13163,1184.67
1,Coast Range,2016,Main stem Broken or Uprooted,179,16.11
1,Coast Range,2016,Mortality,308169,27735.21
1,Coast Range,2016,Other Damage,2922,262.98
1,Coast Range,2016,Topkill,2432,218.88
1,Coast Range,2017,Branch flagging,4474,402.66
1,Coast Range,2017,Crown Dieback,378,34.02
1,Coast Range,2017,Defoliation,13113,1180.17
1,Coast Range,2017,Defoliation 50-75% of leaves defoliated,630,56.7
1,Coast Range,2017,Defoliation < 50% of leaves defoliated,105,9.45
1,Coast Range,2017,Defoliation > 75% of leaves defoliated,496,44.64
1,Coast Range,2017,Main stem Broken or Uprooted,179,16.11
1,Coast Range,2017,Mortality,269713,24274.17
1,Coast Range,2017,Other Damage,5324,479.16
1,Coast Range,2017,Other Damage (known),238,21.42
1,Coast Range,2017,Topkill,237,21.33
1,Coast Range,2018,Crown Dieback,7434,669.06
1,Coast Range,2018,Crown Discoloration,83,7.47
1,Coast Range,2018,Defoliation 50-75% of leaves defoliated,2096084,188647.56
1,Coast Range,2018,Defoliation < 50% of leaves defoliated,2869,258.21
1,Coast Range,2018,Defoliation > 75% of leaves defoliated,130130,11711.7
1,Coast Range,2018,Main stem Broken or Uprooted,19,1.71
1,Coast Range,2018,Mortality,632213,56899.17
1,Coast Range,2018,Topkill,485,43.65
1,Coast Range,2018,Unknown Damage,299,26.91
1,Coast Range,2019,Branch Breakage,21941,1974.69
1,Coast Range,2019,Crown Dieback,7676,690.84
1,Coast Range,2019,Crown Discoloration,2461,221.49
1,Coast Range,2019,Defoliation 50-75% of leaves defoliated,47922,4312.98
1,Coast Range,2019,Defoliation < 50% of leaves defoliated,18009,1620.81
1,Coast Range,2019,Defoliation > 75% of leaves defoliated,26014,2341.26
1,Coast Range,2019,Main stem Broken or Uprooted,5616,505.44
1,Coast Range,2019,Mortality,409835,36885.15
1,Coast Range,2019,Topkill,771,69.39
1,Coast Range,2019,Unknown Damage,662,59.58
1,Coast Range,2020,Defoliation 50-75% of leaves defoliated,1746,157.14
1,Coast Range,2020,Defoliation < 50% of leaves defoliated,194,17.46
1,Coast Range,2020,Defoliation > 75% of leaves defoliated,68,6.12
1,Coast Range,2020,Mortality,52947,4765.23
1,Coast Range,2020,Unknown Damage,21,1.89
1,Coast Range,2021,Branch Breakage,16,1.44
1,Coast Range,2021,Crown Dieback,70,6.3
1,Coast Range,2021,Crown Discoloration,919314,82738.26
1,Coast Range,2021,Defoliation 50-75% of leaves defoliated,1989,179.01
1,Coast Range,2021,Defoliation < 50% of leaves defoliated,2496,224.64
1,Coast Range,2021,Defoliation > 75% of leaves defoliated,1123,101.07
1,Coast Range,2021,Main stem Broken or Uprooted,111,9.99
1,Coast Range,2021,Mortality,475267,42774.03
1,Coast Range,2021,Topkill,5590,503.1
1,Coast Range,2022,Crown Dieback,386,34.74
1,Coast Range,2022,Defoliation 50-75% of leaves defoliated,3306684,297601.56
1,Coast Range,2022,Defoliation < 50% of leaves defoliated,512,46.08
1,Coast Range,2022,Defoliation > 75% of leaves defoliated,216666,19499.94
1,Coast Range,2022,Mortality,448727,40385.43
1,Coast Range,2022,No damage,150,13.5
1,Coast Range,2022,Topkill,13220,1189.8
1,Coast Range,2022,Unknown Damage,206,18.54
1,Coast Range,2023,Crown Dieback,118,10.62
1,Coast Range,2023,Crown Discoloration,32489,2924.01
1,Coast Range,2023,Defoliation 50-75% of leaves defoliated,5598,503.82
1,Coast Range,2023,Defoliation < 50% of leaves defoliated,106,9.54
1,Coast Range,2023,Defoliation > 75% of leaves defoliated,754,67.86
1,Coast Range,2023,Main stem Broken or Uprooted,514,46.26
1,Coast Range,2023,Mortality,469815,42283.35
1,Coast Range,2023,Topkill,5220,469.8
1,Coast Range,2023,Unknown Damage,734,66.06
1,Coast Range,2024,Crown Dieback,157,14.13
1,Coast Range,2024,Crown Discoloration,11,0.99
1,Coast Range,2024,Defoliation 50-75% of leaves defoliated,3113308,280197.72
1,Coast Range,2024,Defoliation < 50% of leaves defoliated,1806,162.54
1,Coast Range,2024,Defoliation > 75% of leaves defoliated,1378821,124093.89
1,Coast Range,2024,Main stem Broken or Uprooted,9403,846.27
1,Coast Range,2024,Mortality,255670,23010.3
1,Coast Range,2024,Topkill,8288,745.92
1,Coast Range,2024,Unknown Damage,339,30.51
1,Coast Range,2025,Crown Dieback,17799,1601.91
1,Coast Range,2025,Defoliation 50-75% of leaves defoliated,13935,1254.15
1,Coast Range,2025,Defoliation < 50% of leaves defoliated,2079,187.11
1,Coast Range,2025,Defoliation > 75% of leaves defoliated,18709,1683.81
1,Coast Range,2025,Main stem Broken or Uprooted,327,29.43
1,Coast Range,2025,Mortality,225198,20267.82
1,Coast Range,2025,No damage,1732,155.88
1,Coast Range,2025,Topkill,3487,313.83
1,Coast Range,2025,Unknown Damage,302,27.18
11,Blue Mountains,1997,Crown Discoloration,727,65.43
11,Blue Mountains,1997,Defoliation,21775,1959.75
11,Blue Mountains,1997,Mortality,116766,10508.94
11,Blue Mountains,1997,No Data,25,2.25
11,Blue Mountains,1998,Branch flagging,611,54.99
11,Blue Mountains,1998,Defoliation,204018,18361.62
11,Blue Mountains,1998,Mortality,175976,15837.84
11,Blue Mountains,1998,No damage,169,15.21
11,Blue Mountains,1998,Topkill,7,0.63
11,Blue Mountains,1999,Branch flagging,19534,1758.06
11,Blue Mountains,1999,Defoliation,144289,12986.01
11,Blue Mountains,1999,Mortality,222805,20052.45
11,Blue Mountains,1999,No damage,1023,92.07
11,Blue Mountains,1999,Topkill,87,7.83
11,Blue Mountains,2000,Branch flagging,5958,536.22
11,Blue Mountains,2000,Crown Discoloration,4859,437.31
11,Blue Mountains,2000,Defoliation,988872,88998.48
11,Blue Mountains,2000,Main stem Broken or Uprooted,132,11.88
11,Blue Mountains,2000,Mortality,187703,16893.27
11,Blue Mountains,2000,Other Damage,68874,6198.66
11,Blue Mountains,2001,Branch flagging,112449,10120.41
11,Blue Mountains,2001,Crown Discoloration,2399,215.91
11,Blue Mountains,2001,Defoliation,252714,22744.26
11,Blue Mountains,2001,Mortality,223941,20154.69
11,Blue Mountains,2002,Branch flagging,178682,16081.38
11,Blue Mountains,2002,Defoliation,85268,7674.12
11,Blue Mountains,2002,Main stem Broken or Uprooted,862,77.58
11,Blue Mountains,2002,Mortality,607955,54715.95
11,Blue Mountains,2002,Other Damage,122303,11007.27
11,Blue Mountains,2003,Branch flagging,270679,24361.11
11,Blue Mountains,2003,Defoliation,63047,5674.23
11,Blue Mountains,2003,Main stem Broken or Uprooted,299,26.91
11,Blue Mountains,2003,Mortality,1326956,119426.04
11,Blue Mountains,2003,Topkill,562,50.58
11,Blue Mountains,2004,Branch flagging,224508,20205.72
11,Blue Mountains,2004,Defoliation,52860,4757.4
11,Blue Mountains,2004,Mortality,1523410,137106.9
11,Blue Mountains,2004,Other Damage,28063,2525.67
11,Blue Mountains,2005,Branch flagging,281288,25315.92
11,Blue Mountains,2005,Defoliation,12341,1110.69
11,Blue Mountains,2005,Mortality,688548,61969.32
11,Blue Mountains,2006,Branch flagging,181282,16315.38
11,Blue Mountains,2006,Defoliation,174161,15674.49
11,Blue Mountains,2006,Mortality,417543,37578.87
11,Blue Mountains,2006,Other Damage,788,70.92
11,Blue Mountains,2006,Topkill,21,1.89
11,Blue Mountains,2007,Branch Breakage,468,42.12
11,Blue Mountains,2007,Branch flagging,472898,42560.82
11,Blue Mountains,2007,Crown Discoloration,8463,761.67
11,Blue Mountains,2007,Defoliation,810239,72921.51
11,Blue Mountains,2007,Mortality,561595,50543.55
11,Blue Mountains,2007,Other Damage,6194,557.46
11,Blue Mountains,2008,Branch flagging,390422,35137.98
11,Blue Mountains,2008,Defoliation,233740,21036.6
11,Blue Mountains,2008,Main stem Broken or Uprooted,11,0.99
11,Blue Mountains,2008,Mortality,698767,62889.03
11,Blue Mountains,2008,Other Damage,7751,697.59
11,Blue Mountains,2009,Branch flagging,465825,41924.25
11,Blue Mountains,2009,Defoliation,256154,23053.86
11,Blue Mountains,2009,Mortality,634221,57079.89
11,Blue Mountains,2009,Other Damage,91975,8277.75
11,Blue Mountains,2009,Topkill,9,0.81
11,Blue Mountains,2010,Branch flagging,400776,36069.84
11,Blue Mountains,2010,Defoliation,612492,55124.28
11,Blue Mountains,2010,Main stem Broken or Uprooted,9,0.81
11,Blue Mountains,2010,Mortality,652407,58716.63
11,Blue Mountains,2010,Other Damage,3778,340.02
11,Blue Mountains,2011,Branch flagging,140675,12660.75
11,Blue Mountains,2011,Crown Dieback,3299,296.91
11,Blue Mountains,2011,Defoliation,2019811,181782.99
11,Blue Mountains,2011,Mortality,343092,30878.28
11,Blue Mountains,2011,Other Damage,49296,4436.64
11,Blue Mountains,2012,Branch flagging,172516,15526.44
11,Blue Mountains,2012,Crown Dieback,3995,359.55
11,Blue Mountains,2012,Defoliation,819835,73785.15
11,Blue Mountains,2012,Main stem Broken or Uprooted,106,9.54
11,Blue Mountains,2012,Mortality,237262,21353.58
11,Blue Mountains,2012,Other Damage,8699,782.91
11,Blue Mountains,2013,Branch flagging,159222,14329.98
11,Blue Mountains,2013,Crown Dieback,571,51.39
11,Blue Mountains,2013,Defoliation,9133,821.97
11,Blue Mountains,2013,Mortality,421005,37890.45
11,Blue Mountains,2013,No damage,29,2.61
11,Blue Mountains,2013,Other Damage,15515,1396.35
11,Blue Mountains,2014,Branch flagging,371391,33425.19
11,Blue Mountains,2014,Crown Dieback,395,35.55
11,Blue Mountains,2014,Defoliation,21808,1962.72
11,Blue Mountains,2014,Mortality,626714,56404.26
11,Blue Mountains,2014,Other Damage,10834,975.06
11,Blue Mountains,2015,Branch flagging,167225,15050.25
11,Blue Mountains,2015,Defoliation,58563,5270.67
11,Blue Mountains,2015,Mortality,1047631,94286.79
11,Blue Mountains,2015,Other Damage,19591,1763.19
11,Blue Mountains,2016,Branch flagging,128891,11600.19
11,Blue Mountains,2016,Crown Dieback,148,13.32
11,Blue Mountains,2016,Defoliation,8109,729.81
11,Blue Mountains,2016,Mortality,1246572,112191.48
11,Blue Mountains,2016,Other Damage,74651,6718.59
11,Blue Mountains,2016,Topkill,4724,425.16
11,Blue Mountains,2017,Branch flagging,114067,10266.03
11,Blue Mountains,2017,Crown Dieback,334,30.06
11,Blue Mountains,2017,Defoliation,7719,694.71
11,Blue Mountains,2017,Mortality,1389823,125084.07
11,Blue Mountains,2017,Other Damage,169687,15271.83
11,Blue Mountains,2018,Crown Dieback,173,15.57
11,Blue Mountains,2018,Defoliation 50-75% of leaves defoliated,70164,6314.76
11,Blue Mountains,2018,Defoliation < 50% of leaves defoliated,14432,1298.88
11,Blue Mountains,2018,Defoliation > 75% of leaves defoliated,39846,3586.14
11,Blue Mountains,2018,Mortality,1752678,157741.02
11,Blue Mountains,2018,Unknown Damage,4395,395.55
11,Blue Mountains,2019,Crown Dieback,289,26.01
11,Blue Mountains,2019,Defoliation 50-75% of leaves defoliated,40912,3682.08
11,Blue Mountains,2019,Defoliation < 50% of leaves defoliated,22531,2027.79
11,Blue Mountains,2019,Defoliation > 75% of leaves defoliated,54951,4945.59
11,Blue Mountains,2019,Main stem Broken or Uprooted,252,22.68
11,Blue Mountains,2019,Mortality,2081470,187332.3
11,Blue Mountains,2019,Unknown Damage,2152,193.68
11,Blue Mountains,2020,Defoliation 50-75% of leaves defoliated,12747,1147.23
11,Blue Mountains,2020,Defoliation < 50% of leaves defoliated,11906,1071.54
11,Blue Mountains,2020,Defoliation > 75% of leaves defoliated,5688,511.92
11,Blue Mountains,2020,Mortality,1000272,90024.48
11,Blue Mountains,2020,Topkill,9004,810.36
11,Blue Mountains,2020,Unknown Damage,1603,144.27
11,Blue Mountains,2021,Crown Dieback,6,0.54
11,Blue Mountains,2021,Defoliation 50-75% of leaves defoliated,6552,589.68
11,Blue Mountains,2021,Defoliation < 50% of leaves defoliated,42400,3816.0
11,Blue Mountains,2021,Defoliation > 75% of leaves defoliated,8634,777.06
11,Blue Mountains,2021,Mortality,784076,70566.84
11,Blue Mountains,2021,Topkill,126,11.34
11,Blue Mountains,2022,Branch flagging,2234,201.06
11,Blue Mountains,2022,Crown Dieback,861,77.49
11,Blue Mountains,2022,Defoliation 50-75% of leaves defoliated,11117,1000.53
11,Blue Mountains,2022,Defoliation < 50% of leaves defoliated,13152,1183.68
11,Blue Mountains,2022,Defoliation > 75% of leaves defoliated,5914,532.26
11,Blue Mountains,2022,Mortality,2945297,265076.73
11,Blue Mountains,2022,Topkill,474,42.66
11,Blue Mountains,2023,Branch flagging,4470,402.3
11,Blue Mountains,2023,Crown Dieback,1884,169.56
11,Blue Mountains,2023,Defoliation 50-75% of leaves defoliated,80239,7221.51
11,Blue Mountains,2023,Defoliation < 50% of leaves defoliated,36114,3250.26
11,Blue Mountains,2023,Defoliation > 75% of leaves defoliated,22289,2006.01
11,Blue Mountains,2023,Mortality,4058551,365269.59
11,Blue Mountains,2023,Topkill,6282,565.38
11,Blue Mountains,2023,Unknown Damage,682,61.38
11,Blue Mountains,2024,Crown Dieback,455,40.95
11,Blue Mountains,2024,Defoliation 50-75% of leaves defoliated,22930,2063.7
11,Blue Mountains,2024,Defoliation < 50% of leaves defoliated,5693,512.37
11,Blue Mountains,2024,Defoliation > 75% of leaves defoliated,34749,3127.41
11,Blue Mountains,2024,Mortality,1141525,102737.25
11,Blue Mountains,2024,Topkill,166,14.94
11,Blue Mountains,2024,Unknown Damage,1286,115.74
11,Blue Mountains,2025,Defoliation 50-75% of leaves defoliated,15240,1371.6
11,Blue Mountains,2025,Defoliation < 50% of leaves defoliated,1485,133.65
11,Blue Mountains,2025,Defoliation > 75% of leaves defoliated,28421,2557.89
11,Blue Mountains,2025,Mortality,719858,64787.22
11,Blue Mountains,2025,Unknown Damage,2251,202.59
15,Northern Rockies,1997,Branch flagging,103,9.27
15,Northern Rockies,1997,Crown Dieback,58,5.22
15,Northern Rockies,1997,Crown Discoloration,546,49.14
15,Northern Rockies,1997,Defoliation,1609031,144812.79
15,Northern Rockies,1997,Main stem Broken or Uprooted,15495,1394.55
15,Northern Rockies,1997,Mortality,84889,7640.01
15,Northern Rockies,1997,No Data,693,62.37
15,Northern Rockies,1998,Crown Dieback,7214,649.26
15,Northern Rockies,1998,Defoliation,22025,1982.25
15,Northern Rockies,1998,Mortality,91306,8217.54
15,Northern Rockies,1998,No damage,95,8.55
15,Northern Rockies,1998,Topkill,224,20.16
15,Northern Rockies,1999,Branch flagging,1226,110.34
15,Northern Rockies,1999,Crown Discoloration,378,34.02
15,Northern Rockies,1999,Defoliation,20672,1860.48
15,Northern Rockies,1999,Main stem Broken or Uprooted,136,12.24
15,Northern Rockies,1999,Mortality,151401,13626.09
15,Northern Rockies,1999,No damage,1932,173.88
15,Northern Rockies,1999,Topkill,33,2.97
15,Northern Rockies,2000,Branch flagging,300,27.0
15,Northern Rockies,2000,Crown Dieback,50,4.5
15,Northern Rockies,2000,Crown Discoloration,1173,105.57
15,Northern Rockies,2000,Defoliation,9580,862.2
15,Northern Rockies,2000,Mortality,223267,20094.03
15,Northern Rockies,2000,Topkill,47,4.23
15,Northern Rockies,2001,Branch flagging,725,65.25
15,Northern Rockies,2001,Crown Dieback,132,11.88
15,Northern Rockies,2001,Crown Discoloration,1778,160.02
15,Northern Rockies,2001,Defoliation,16321,1468.89
15,Northern Rockies,2001,Mortality,363677,32730.93
15,Northern Rockies,2001,Other Damage,1051,94.59
15,Northern Rockies,2001,Topkill,325,29.25
15,Northern Rockies,2002,Branch flagging,3301,297.09
15,Northern Rockies,2002,Defoliation,1965,176.85
15,Northern Rockies,2002,Main stem Broken or Uprooted,157,14.13
15,Northern Rockies,2002,Mortality,282077,25386.93
15,Northern Rockies,2002,Other Damage,106,9.54
15,Northern Rockies,2003,Branch flagging,52,4.68
15,Northern Rockies,2003,Crown Dieback,111,9.99
15,Northern Rockies,2003,Crown Discoloration,142,12.78
15,Northern Rockies,2003,Defoliation,52726,4745.34
15,Northern Rockies,2003,Main stem Broken or Uprooted,149,13.41
15,Northern Rockies,2003,Mortality,1247127,112241.43
15,Northern Rockies,2003,Other Damage,27522,2476.98
15,Northern Rockies,2003,Topkill,5494,494.46
15,Northern Rockies,2004,Crown Dieback,1502,135.18
15,Northern Rockies,2004,Defoliation,11652,1048.68
15,Northern Rockies,2004,Main stem Broken or Uprooted,258,23.22
15,Northern Rockies,2004,Mortality,1281200,115308.0
15,Northern Rockies,2004,Other Damage,847,76.23
15,Northern Rockies,2004,Topkill,5302,477.18
15,Northern Rockies,2005,Branch flagging,6210,558.9
15,Northern Rockies,2005,Crown Dieback,764,68.76
15,Northern Rockies,2005,Crown Discoloration,9,0.81
15,Northern Rockies,2005,Defoliation,28236,2541.24
15,Northern Rockies,2005,Mortality,1340786,120670.74
15,Northern Rockies,2005,Other Damage,1882,169.38
15,Northern Rockies,2005,Topkill,79,7.11
15,Northern Rockies,2006,Crown Dieback,8,0.72
15,Northern Rockies,2006,Defoliation,77630,6986.7
15,Northern Rockies,2006,Mortality,328952,29605.68
15,Northern Rockies,2006,Other Damage,6619,595.71
15,Northern Rockies,2006,Topkill,37,3.33
15,Northern Rockies,2007,Branch flagging,2973,267.57
15,Northern Rockies,2007,Crown Dieback,220,19.8
15,Northern Rockies,2007,Defoliation,8197,737.73
15,Northern Rockies,2007,Main stem Broken or Uprooted,83,7.47
15,Northern Rockies,2007,Mortality,575037,51753.33
15,Northern Rockies,2007,Other Damage,13510,1215.9
15,Northern Rockies,2008,Branch flagging,189,17.01
15,Northern Rockies,2008,Defoliation,160493,14444.37
15,Northern Rockies,2008,Main stem Broken or Uprooted,274,24.66
15,Northern Rockies,2008,Mortality,309925,27893.25
15,Northern Rockies,2008,Other Damage,15637,1407.33
15,Northern Rockies,2008,Topkill,9,0.81
15,Northern Rockies,2009,Branch flagging,19326,1739.34
15,Northern Rockies,2009,Crown Dieback,547,49.23
15,Northern Rockies,2009,Crown Discoloration,1999,179.91
15,Northern Rockies,2009,Defoliation,169620,15265.8
15,Northern Rockies,2009,Main stem Broken or Uprooted,83,7.47
15,Northern Rockies,2009,Mortality,352996,31769.64
15,Northern Rockies,2009,Other Damage,6656,599.04
15,Northern Rockies,2009,Topkill,16,1.44
15,Northern Rockies,2010,Branch flagging,2031,182.79
15,Northern Rockies,2010,Crown Dieback,1209,108.81
15,Northern Rockies,2010,Crown Discoloration,36,3.24
15,Northern Rockies,2010,Defoliation,199476,17952.84
15,Northern Rockies,2010,Main stem Broken or Uprooted,83,7.47
15,Northern Rockies,2010,Mortality,428900,38601.0
15,Northern Rockies,2010,Other Damage,16653,1498.77
15,Northern Rockies,2011,Branch flagging,4858,437.22
15,Northern Rockies,2011,Crown Dieback,308,27.72
15,Northern Rockies,2011,Crown Discoloration,119,10.71
15,Northern Rockies,2011,Defoliation,942415,84817.35
15,Northern Rockies,2011,Mortality,147129,13241.61
15,Northern Rockies,2011,Other Damage,3357,302.13
15,Northern Rockies,2012,Branch flagging,8694,782.46
15,Northern Rockies,2012,Crown Dieback,2462,221.58
15,Northern Rockies,2012,Crown Discoloration,23,2.07
15,Northern Rockies,2012,Defoliation,1082191,97397.19
15,Northern Rockies,2012,Main stem Broken or Uprooted,1126,101.34
15,Northern Rockies,2012,Mortality,200058,18005.22
15,Northern Rockies,2012,Other Damage,2598,233.82
15,Northern Rockies,2013,Branch flagging,8885,799.65
15,Northern Rockies,2013,Crown Dieback,4859,437.31
15,Northern Rockies,2013,Defoliation,348365,31352.85
15,Northern Rockies,2013,Mortality,237644,21387.96
15,Northern Rockies,2013,No damage,265,23.85
15,Northern Rockies,2013,Other Damage,3173,285.57
15,Northern Rockies,2013,Topkill,18,1.62
15,Northern Rockies,2014,Branch flagging,3924,353.16
15,Northern Rockies,2014,Crown Dieback,3244,291.96
15,Northern Rockies,2014,Defoliation,269973,24297.57
15,Northern Rockies,2014,Mortality,333527,30017.43
15,Northern Rockies,2014,Other Damage,6758,608.22
15,Northern Rockies,2015,Branch flagging,3546,319.14
15,Northern Rockies,2015,Crown Dieback,637,57.33
15,Northern Rockies,2015,Defoliation,125361,11282.49
15,Northern Rockies,2015,Mortality,219534,19758.06
15,Northern Rockies,2015,Other Damage,3879,349.11
15,Northern Rockies,2016,Branch flagging,9662,869.58
15,Northern Rockies,2016,Crown Dieback,1865,167.85
15,Northern Rockies,2016,Defoliation,149897,13490.73
15,Northern Rockies,2016,Main stem Broken or Uprooted,459,41.31
15,Northern Rockies,2016,Mortality,459101,41319.09
15,Northern Rockies,2016,Other Damage,11790,1061.1
