source,subregion,subregion_name,native_class,pixel_count,area_ha,spatial_prevalence_pct
ADS_R10_DCA,190902,Melozitna River-Yukon River,willow leafblotch miner,43771,3939.39,1.578
ADS_R10_DCA,190902,Melozitna River-Yukon River,fire,11089,998.01,0.4
ADS_R10_DCA,190902,Melozitna River-Yukon River,birch leafroller,9915,892.35,0.357
ADS_R10_DCA,190902,Melozitna River-Yukon River,dieback,4826,434.34,0.174
ADS_R10_DCA,190902,Melozitna River-Yukon River,unknown,3095,278.55,0.112
ADS_R10_DCA,190902,Melozitna River-Yukon River,large-spored spruce-Labrador tea rust,2998,269.82,0.108
ADS_R10_DCA,190902,Melozitna River-Yukon River,unknown canker,2267,204.03,0.082
ADS_R10_DCA,190902,Melozitna River-Yukon River,spruce broom rust,1026,92.34,0.037
ADS_R10_DCA,190902,Melozitna River-Yukon River,speckled green fruitworm,567,51.03,0.02
ADS_R10_DCA,190902,Melozitna River-Yukon River,"other canker agent, known (code pending)",158,14.22,0.006
ADS_R10_DCA,190902,Melozitna River-Yukon River,wind-tornado/hurricane,86,7.74,0.003
ADS_R10_DCA,190902,Melozitna River-Yukon River,canker (general),59,5.31,0.002
ADS_R10_DCA,190902,Melozitna River-Yukon River,birch leafminer,55,4.95,0.002
ADS_R10_DCA,190902,Melozitna River-Yukon River,mud-land slide,18,1.62,0.001
ADS_R10_DCA,190903,Outlet Yukon River,birch leafroller,688841,61995.69,23.215
ADS_R10_DCA,190903,Outlet Yukon River,unknown defoliator,597535,53778.15,20.138
ADS_R10_DCA,190903,Outlet Yukon River,larch sawfly,528190,47537.1,17.801
ADS_R10_DCA,190903,Outlet Yukon River,defoliators,444215,39979.35,14.971
ADS_R10_DCA,190903,Outlet Yukon River,willow leaf blotchminer,323345,29101.05,10.897
ADS_R10_DCA,190903,Outlet Yukon River,speckled green fruitworm,166947,15025.23,5.626
ADS_R10_DCA,190903,Outlet Yukon River,northern spruce engraver,84689,7622.01,2.854
ADS_R10_DCA,190903,Outlet Yukon River,large aspen tortrix,63554,5719.86,2.142
ADS_R10_DCA,190903,Outlet Yukon River,aspen leafminer,52940,4764.6,1.784
ADS_R10_DCA,190903,Outlet Yukon River,flooding-high water,9735,876.15,0.328
ADS_R10_DCA,190903,Outlet Yukon River,canker (general),6323,569.07,0.213
ADS_R10_DCA,190903,Outlet Yukon River,spruce beetle,4116,370.44,0.139
ADS_R10_DCA,190903,Outlet Yukon River,cottonwood leafminers,2968,267.12,0.1
ADS_R10_DCA,190903,Outlet Yukon River,dieback,1304,117.36,0.044
ADS_R10_DCA,190903,Outlet Yukon River,foliage and shoot diseases,975,87.75,0.033
ADS_R10_DCA,190903,Outlet Yukon River,decline complex,582,52.38,0.02
ADS_R10_DCA,190903,Outlet Yukon River,"other canker agent, known (code pending)",465,41.85,0.016
ADS_R10_DCA,190903,Outlet Yukon River,mud-land slide,141,12.69,0.005
ADS_R10_DCA,190903,Outlet Yukon River,"other wilt, known (code pending)",76,6.84,0.003
ADS_R10_DCA,190903,Outlet Yukon River,large-spored spruce-Labrador tea rust,60,5.4,0.002
ADS_R10_DCA,190903,Outlet Yukon River,eastern larch beetle,45,4.05,0.002
ADS_R10_DCA,190903,Outlet Yukon River,unknown,17,1.53,0.001
ADS_R10_DCA,190903,Outlet Yukon River,spruce broom rust,13,1.17,0.0
