source,subregion,subregion_name,native_class,pixel_count,area_ha,spatial_prevalence_pct
ADS_R6_DCA,15,Northern Rockies,Douglas-fir needle midge,8737,786.33,0.046
ADS_R6_DCA,15,Northern Rockies,foliage discoloration,8429,758.61,0.045
ADS_R6_DCA,15,Northern Rockies,black pineleaf scale,7244,651.96,0.038
ADS_R6_DCA,15,Northern Rockies,winter injury,7208,648.72,0.038
ADS_R6_DCA,15,Northern Rockies,root disease or bears,6504,585.36,0.034
ADS_R6_DCA,15,Northern Rockies,drought,6289,566.01,0.033
ADS_R6_DCA,15,Northern Rockies,unknown root disease or decay,5734,516.06,0.03
ADS_R6_DCA,15,Northern Rockies,unknown defoliator,5711,513.99,0.03
ADS_R6_DCA,15,Northern Rockies,frost,4700,423.0,0.025
ADS_R6_DCA,15,Northern Rockies,western tent caterpillar,4465,401.85,0.024
ADS_R6_DCA,15,Northern Rockies,ponderosa pine sawfly,4290,386.1,0.023
ADS_R6_DCA,15,Northern Rockies,Gelechiid moths/needleminers,3842,345.78,0.02
ADS_R6_DCA,15,Northern Rockies,pine needle scale,3361,302.49,0.018
ADS_R6_DCA,15,Northern Rockies,flooding-high water,2605,234.45,0.014
ADS_R6_DCA,15,Northern Rockies,sawflies,2262,203.58,0.012
ADS_R6_DCA,15,Northern Rockies,silver fir beetle,2015,181.35,0.011
ADS_R6_DCA,15,Northern Rockies,white pine blister rust,1710,153.9,0.009
ADS_R6_DCA,15,Northern Rockies,birch leafminer,1502,135.18,0.008
ADS_R6_DCA,15,Northern Rockies,green larch looper,1077,96.93,0.006
ADS_R6_DCA,15,Northern Rockies,Lophodermella needle cast of pines,668,60.12,0.004
ADS_R6_DCA,15,Northern Rockies,Douglas-fir rust,631,56.79,0.003
ADS_R6_DCA,15,Northern Rockies,no data,265,23.85,0.001
ADS_R6_DCA,15,Northern Rockies,mud-land slide,252,22.68,0.001
ADS_R6_DCA,15,Northern Rockies,spruce aphid,216,19.44,0.001
ADS_R6_DCA,15,Northern Rockies,snow-ice,96,8.64,0.001
ADS_R6_DCA,15,Northern Rockies,Diplodia canker,75,6.75,0.0
ADS_R6_DCA,15,Northern Rockies,dieback,58,5.22,0.0
ADS_R6_DCA,15,Northern Rockies,western oak looper,51,4.59,0.0
ADS_R6_DCA,15,Northern Rockies,mortality,42,3.78,0.0
ADS_R6_DCA,15,Northern Rockies,flatheaded fir borer,35,3.15,0.0
ADS_R6_DCA,15,Northern Rockies,maple decline,9,0.81,0.0
ADS_R6_DCA,77,North Cascades,western spruce budworm,12191693,1097252.37,37.172
ADS_R6_DCA,77,North Cascades,mountain pine beetle,9196959,827726.31,28.042
ADS_R6_DCA,77,North Cascades,fir engraver,2676208,240858.72,8.16
ADS_R6_DCA,77,North Cascades,spruce beetle,2205252,198472.68,6.724
ADS_R6_DCA,77,North Cascades,bears,1871364,168422.76,5.706
ADS_R6_DCA,77,North Cascades,balsam woolly adelgid,1621176,145905.84,4.943
ADS_R6_DCA,77,North Cascades,Douglas-fir beetle,1246079,112147.11,3.799
ADS_R6_DCA,77,North Cascades,western balsam bark beetle,1174486,105703.74,3.581
ADS_R6_DCA,77,North Cascades,fire,826968,74427.12,2.521
ADS_R6_DCA,77,North Cascades,hemlock decline,699842,62985.78,2.134
ADS_R6_DCA,77,North Cascades,unknown,654711,58923.99,1.996
ADS_R6_DCA,77,North Cascades,hemlock looper,303573,27321.57,0.926
ADS_R6_DCA,77,North Cascades,western pine beetle,217815,19603.35,0.664
ADS_R6_DCA,77,North Cascades,western blackheaded budworm,160215,14419.35,0.488
ADS_R6_DCA,77,North Cascades,white pine blister rust,102311,9207.99,0.312
ADS_R6_DCA,77,North Cascades,silver fir beetle,92830,8354.7,0.283
ADS_R6_DCA,77,North Cascades,needlecast,92627,8336.43,0.282
ADS_R6_DCA,77,North Cascades,root disease or bears,57380,5164.2,0.175
ADS_R6_DCA,77,North Cascades,larch needle cast,53008,4770.72,0.162
ADS_R6_DCA,77,North Cascades,Douglas-fir tussock moth,45607,4104.63,0.139
ADS_R6_DCA,77,North Cascades,pine engraver,32580,2932.2,0.099
ADS_R6_DCA,77,North Cascades,wild fire,29397,2645.73,0.09
ADS_R6_DCA,77,North Cascades,Douglas-fir engraver,29184,2626.56,0.089
ADS_R6_DCA,77,North Cascades,foliage discoloration,26314,2368.26,0.08
ADS_R6_DCA,77,North Cascades,false hemlock looper,26135,2352.15,0.08
ADS_R6_DCA,77,North Cascades,decline complex,26119,2350.71,0.08
ADS_R6_DCA,77,North Cascades,black pineleaf scale,26116,2350.44,0.08
ADS_R6_DCA,77,North Cascades,western tent caterpillar,23902,2151.18,0.073
ADS_R6_DCA,77,North Cascades,hardwood leaf rusts,20779,1870.11,0.063
ADS_R6_DCA,77,North Cascades,wind-tornado/hurricane,20289,1826.01,0.062
ADS_R6_DCA,77,North Cascades,winter injury,20201,1818.09,0.062
ADS_R6_DCA,77,North Cascades,larch casebearer,19685,1771.65,0.06
ADS_R6_DCA,77,North Cascades,unknown defoliator,11843,1065.87,0.036
ADS_R6_DCA,77,North Cascades,mud-land slide,10151,913.59,0.031
ADS_R6_DCA,77,North Cascades,heat,9746,877.14,0.03
ADS_R6_DCA,77,North Cascades,frost,8713,784.17,0.027
ADS_R6_DCA,77,North Cascades,satin moth,8612,775.08,0.026
ADS_R6_DCA,77,North Cascades,flooding-high water,8583,772.47,0.026
ADS_R6_DCA,77,North Cascades,root diseases/decay,6600,594.0,0.02
ADS_R6_DCA,77,North Cascades,ips engraver beetles,6106,549.54,0.019
ADS_R6_DCA,77,North Cascades,hemlock sawfly,5106,459.54,0.016
ADS_R6_DCA,77,North Cascades,sawflies,4589,413.01,0.014
ADS_R6_DCA,77,North Cascades,unknown root disease or decay,2542,228.78,0.008
ADS_R6_DCA,77,North Cascades,snow-ice,2072,186.48,0.006
ADS_R6_DCA,77,North Cascades,flatheaded fir borer,1867,168.03,0.006
ADS_R6_DCA,77,North Cascades,dieback,1711,153.99,0.005
ADS_R6_DCA,77,North Cascades,pine needle scale,1438,129.42,0.004
ADS_R6_DCA,77,North Cascades,Gelechiid moths/needleminers,1247,112.23,0.004
ADS_R6_DCA,77,North Cascades,Lophodermium needle cast of pines,1098,98.82,0.003
ADS_R6_DCA,77,North Cascades,drought,1044,93.96,0.003
ADS_R6_DCA,77,North Cascades,Cytospora canker of fir,901,81.09,0.003
ADS_R6_DCA,77,North Cascades,mortality,425,38.25,0.001
ADS_R6_DCA,77,North Cascades,Lophodermella needle cast of pines,332,29.88,0.001
ADS_R6_DCA,77,North Cascades,ponderosa pine sawfly,310,27.9,0.001
ADS_R6_DCA,77,North Cascades,Douglas-fir rust,273,24.57,0.001
ADS_R6_DCA,77,North Cascades,pine butterfly,270,24.3,0.001
ADS_R6_DCA,77,North Cascades,maple decline,255,22.95,0.001
ADS_R6_DCA,77,North Cascades,western oak looper,217,19.53,0.001
ADS_R6_DCA,77,North Cascades,no data,148,13.32,0.0
ADS_R6_DCA,77,North Cascades,spruce aphid,9,0.81,0.0
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,flatheaded fir borer,3763025,338672.25,49.72
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,fir engraver,1642627,147836.43,21.704
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,western pine beetle,1131727,101855.43,14.953
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,flatheaded borer,775759,69818.31,10.25
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Cytospora canker of fir,462943,41664.87,6.117
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,unknown,455270,40974.3,6.015
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,balsam woolly adelgid,300983,27088.47,3.977
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,bears,127586,11482.74,1.686
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,mountain pine beetle,94972,8547.48,1.255
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Douglas-fir beetle,55503,4995.27,0.733
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,pine engraver,45167,4065.03,0.597
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,unknown defoliator,32536,2928.24,0.43
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,fire,28115,2530.35,0.371
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,drought,27038,2433.42,0.357
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Port-Orford-cedar root disease,23735,2136.15,0.314
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Lophodermella needle cast of pines,21512,1936.08,0.284
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Douglas-fir engraver,12733,1145.97,0.168
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Lophodermium needle cast of pines,10273,924.57,0.136
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,heat,9574,861.66,0.126
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,western oak looper,7268,654.12,0.096
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,white pine blister rust,6947,625.23,0.092
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,needlecast,4080,367.2,0.054
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,wild fire,3470,312.3,0.046
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,root disease or bears,3427,308.43,0.045
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,foliage discoloration,2929,263.61,0.039
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,ips engraver beetles,2007,180.63,0.027
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,unknown root disease or decay,1962,176.58,0.026
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,maple decline,1762,158.58,0.023
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,wind-tornado/hurricane,1265,113.85,0.017
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Swiss needle cast,1012,91.08,0.013
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,decline complex,994,89.46,0.013
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,phantom hemlock looper,924,83.16,0.012
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,oak pit scale A. minus,693,62.37,0.009
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,pandora moth,618,55.62,0.008
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,satin moth,495,44.55,0.007
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,root diseases/decay,453,40.77,0.006
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,snow-ice,435,39.15,0.006
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,hail,275,24.75,0.004
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Jeffrey pine beetle,253,22.77,0.003
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,Pacific madrone decline,171,15.39,0.002
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,winter injury,132,11.88,0.002
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,pine needle sheathminer,97,8.73,0.001
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,frost,92,8.28,0.001
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,mortality,62,5.58,0.001
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,flooding-high water,40,3.6,0.001
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,spruce aphid,35,3.15,0.0
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,no data,25,2.25,0.0
ADS_R6_DCA,78,Klamath Mountains/California High North Coast Range,mud-land slide,8,0.72,0.0
ADS_R10_DCA,190101,Southern Southeast Alaska,western blackheaded budworm,967078,87037.02,30.636
ADS_R10_DCA,190101,Southern Southeast Alaska,hemlock sawfly,936223,84260.07,29.659
ADS_R10_DCA,190101,Southern Southeast Alaska,yellow-cedar decline,906985,81628.65,28.733
ADS_R10_DCA,190101,Southern Southeast Alaska,spruce aphid,182445,16420.05,5.78
ADS_R10_DCA,190101,Southern Southeast Alaska,unknown defoliator,64457,5801.13,2.042
ADS_R10_DCA,190101,Southern Southeast Alaska,unknown,58967,5307.03,1.868
ADS_R10_DCA,190101,Southern Southeast Alaska,spruce beetle,19613,1765.17,0.621
ADS_R10_DCA,190101,Southern Southeast Alaska,flooding-high water,17993,1619.37,0.57
ADS_R10_DCA,190101,Southern Southeast Alaska,mud-land slide,15906,1431.54,0.504
ADS_R10_DCA,190101,Southern Southeast Alaska,wind-tornado/hurricane,14623,1316.07,0.463
ADS_R10_DCA,190101,Southern Southeast Alaska,defoliators,14196,1277.64,0.45
ADS_R10_DCA,190101,Southern Southeast Alaska,western gall rust,8170,735.3,0.259
ADS_R10_DCA,190101,Southern Southeast Alaska,common porcupine,5047,454.23,0.16
ADS_R10_DCA,190101,Southern Southeast Alaska,hemlock canker,3898,350.82,0.123
ADS_R10_DCA,190101,Southern Southeast Alaska,Dothistroma needle blight (D. septosporum),3003,270.27,0.095
ADS_R10_DCA,190101,Southern Southeast Alaska,mortality,1409,126.81,0.045
ADS_R10_DCA,190101,Southern Southeast Alaska,birch leafroller,780,70.2,0.025
ADS_R10_DCA,190101,Southern Southeast Alaska,Chrysomela leaf beetle,476,42.84,0.015
ADS_R10_DCA,190101,Southern Southeast Alaska,fire,435,39.15,0.014
ADS_R10_DCA,190101,Southern Southeast Alaska,large-spored spruce-Labrador tea rust,295,26.55,0.009
ADS_R10_DCA,190101,Southern Southeast Alaska,unknown canker,14,1.26,0.0
ADS_R10_DCA,190102,Central Southeast Alaska,western blackheaded budworm,3986010,358740.9,48.751
ADS_R10_DCA,190102,Central Southeast Alaska,hemlock sawfly,2608642,234777.78,31.905
ADS_R10_DCA,190102,Central Southeast Alaska,yellow-cedar decline,1263339,113700.51,15.451
ADS_R10_DCA,190102,Central Southeast Alaska,spruce aphid,512905,46161.45,6.273
ADS_R10_DCA,190102,Central Southeast Alaska,unknown defoliator,320707,28863.63,3.922
ADS_R10_DCA,190102,Central Southeast Alaska,unknown,171900,15471.0,2.102
ADS_R10_DCA,190102,Central Southeast Alaska,common porcupine,76581,6892.29,0.937
ADS_R10_DCA,190102,Central Southeast Alaska,wind-tornado/hurricane,37958,3416.22,0.464
ADS_R10_DCA,190102,Central Southeast Alaska,defoliators,32346,2911.14,0.396
ADS_R10_DCA,190102,Central Southeast Alaska,spruce beetle,27416,2467.44,0.335
ADS_R10_DCA,190102,Central Southeast Alaska,mud-land slide,24631,2216.79,0.301
ADS_R10_DCA,190102,Central Southeast Alaska,flooding-high water,23825,2144.25,0.291
ADS_R10_DCA,190102,Central Southeast Alaska,mortality,15805,1422.45,0.193
ADS_R10_DCA,190102,Central Southeast Alaska,hemlock canker,13461,1211.49,0.165
ADS_R10_DCA,190102,Central Southeast Alaska,large-spored spruce-Labrador tea rust,10218,919.62,0.125
ADS_R10_DCA,190102,Central Southeast Alaska,western gall rust,3384,304.56,0.041
ADS_R10_DCA,190102,Central Southeast Alaska,Dothistroma needle blight (D. septosporum),1373,123.57,0.017
ADS_R10_DCA,190102,Central Southeast Alaska,decline complex,1100,99.0,0.013
ADS_R10_DCA,190102,Central Southeast Alaska,Chrysomela leaf beetle,1021,91.89,0.012
ADS_R10_DCA,190102,Central Southeast Alaska,<Dryocoetes autographus>,854,76.86,0.01
ADS_R10_DCA,190102,Central Southeast Alaska,"other canker agent, known (code pending)",746,67.14,0.009
ADS_R10_DCA,190102,Central Southeast Alaska,spruce budworm,518,46.62,0.006
ADS_R10_DCA,190102,Central Southeast Alaska,birch leafroller,430,38.7,0.005
ADS_R10_DCA,190102,Central Southeast Alaska,willow leaf blotchminer,402,36.18,0.005
ADS_R10_DCA,190102,Central Southeast Alaska,skeletonizer,304,27.36,0.004
ADS_R10_DCA,190102,Central Southeast Alaska,Lirula spruce needle blight,209,18.81,0.003
ADS_R10_DCA,190102,Central Southeast Alaska,fire,150,13.5,0.002
ADS_R10_DCA,190102,Central Southeast Alaska,unknown canker,146,13.14,0.002
ADS_R10_DCA,190102,Central Southeast Alaska,"other wilt, known (code pending)",16,1.44,0.0
ADS_R10_DCA,190103,Northern Southeast Alaska,western blackheaded budworm,814257,73283.13,38.929
ADS_R10_DCA,190103,Northern Southeast Alaska,hemlock sawfly,251075,22596.75,12.004
ADS_R10_DCA,190103,Northern Southeast Alaska,spruce aphid,247067,22236.03,11.812
ADS_R10_DCA,190103,Northern Southeast Alaska,spruce beetle,236172,21255.48,11.291
ADS_R10_DCA,190103,Northern Southeast Alaska,defoliators,107212,9649.08,5.126
ADS_R10_DCA,190103,Northern Southeast Alaska,unknown defoliator,80049,7204.41,3.827
ADS_R10_DCA,190103,Northern Southeast Alaska,Dothistroma needle blight (D. septosporum),70934,6384.06,3.391
ADS_R10_DCA,190103,Northern Southeast Alaska,unknown,46452,4180.68,2.221
ADS_R10_DCA,190103,Northern Southeast Alaska,birch leafroller,44982,4048.38,2.151
ADS_R10_DCA,190103,Northern Southeast Alaska,flooding-high water,44559,4010.31,2.13
ADS_R10_DCA,190103,Northern Southeast Alaska,western gall rust,40223,3620.07,1.923
ADS_R10_DCA,190103,Northern Southeast Alaska,winter injury,22966,2066.94,1.098
ADS_R10_DCA,190103,Northern Southeast Alaska,mud-land slide,18150,1633.5,0.868
ADS_R10_DCA,190103,Northern Southeast Alaska,common porcupine,17349,1561.41,0.829
ADS_R10_DCA,190103,Northern Southeast Alaska,Chrysomela leaf beetle,13333,1199.97,0.637
ADS_R10_DCA,190103,Northern Southeast Alaska,wind-tornado/hurricane,12004,1080.36,0.574
ADS_R10_DCA,190103,Northern Southeast Alaska,decline complex,11537,1038.33,0.552
ADS_R10_DCA,190103,Northern Southeast Alaska,aspen leafminer,8760,788.4,0.419
ADS_R10_DCA,190103,Northern Southeast Alaska,large-spored spruce-Labrador tea rust,7929,713.61,0.379
ADS_R10_DCA,190103,Northern Southeast Alaska,unknown foliage or shoot disease,5406,486.54,0.258
ADS_R10_DCA,190103,Northern Southeast Alaska,<Dryocoetes autographus>,5369,483.21,0.257
ADS_R10_DCA,190103,Northern Southeast Alaska,willow leaf blotchminer,5352,481.68,0.256
ADS_R10_DCA,190103,Northern Southeast Alaska,birch leafminer,4362,392.58,0.209
ADS_R10_DCA,190103,Northern Southeast Alaska,cottonwood leafblotch miner,3172,285.48,0.152
ADS_R10_DCA,190103,Northern Southeast Alaska,western balsam bark beetle,3118,280.62,0.149
ADS_R10_DCA,190103,Northern Southeast Alaska,striped alder sawfly,2984,268.56,0.143
ADS_R10_DCA,190103,Northern Southeast Alaska,subalpine fir mortality complex,1821,163.89,0.087
ADS_R10_DCA,190103,Northern Southeast Alaska,"other canker agent, known (code pending)",1646,148.14,0.079
ADS_R10_DCA,190103,Northern Southeast Alaska,mortality,1536,138.24,0.073
ADS_R10_DCA,190103,Northern Southeast Alaska,spruce budworm,1262,113.58,0.06
ADS_R10_DCA,190103,Northern Southeast Alaska,fire,959,86.31,0.046
ADS_R10_DCA,190103,Northern Southeast Alaska,northern spruce engraver,572,51.48,0.027
ADS_R10_DCA,190103,Northern Southeast Alaska,yellow-cedar decline,459,41.31,0.022
ADS_R10_DCA,190103,Northern Southeast Alaska,leaf rusts of hardwoods,272,24.48,0.013
ADS_R10_DCA,190103,Northern Southeast Alaska,dieback,168,15.12,0.008
ADS_R10_DCA,190103,Northern Southeast Alaska,Lirula spruce needle blight,160,14.4,0.008
ADS_R10_DCA,190103,Northern Southeast Alaska,snow-ice,94,8.46,0.004
ADS_R10_DCA,190103,Northern Southeast Alaska,spruce bud moth,45,4.05,0.002
ADS_R10_DCA,190103,Northern Southeast Alaska,hemlock canker,41,3.69,0.002
ADS_R10_DCA,190201,Copper River,spruce beetle,1277486,114973.74,41.077
ADS_R10_DCA,190201,Copper River,aspen leafminer,843931,75953.79,27.136
ADS_R10_DCA,190201,Copper River,defoliators,425289,38276.01,13.675
ADS_R10_DCA,190201,Copper River,dieback,263714,23734.26,8.48
ADS_R10_DCA,190201,Copper River,unknown defoliator,91821,8263.89,2.952
ADS_R10_DCA,190201,Copper River,western blackheaded budworm,64913,5842.17,2.087
ADS_R10_DCA,190201,Copper River,large aspen tortrix,55627,5006.43,1.789
ADS_R10_DCA,190201,Copper River,willow leaf blotchminer,47882,4309.38,1.54
ADS_R10_DCA,190201,Copper River,spruce broom rust,29069,2616.21,0.935
ADS_R10_DCA,190201,Copper River,birch leafroller,27892,2510.28,0.897
ADS_R10_DCA,190201,Copper River,large-spored spruce-Labrador tea rust,25802,2322.18,0.83
ADS_R10_DCA,190201,Copper River,canker (general),21336,1920.24,0.686
ADS_R10_DCA,190201,Copper River,Chrysomela leaf beetle,19443,1749.87,0.625
ADS_R10_DCA,190201,Copper River,flooding-high water,17081,1537.29,0.549
ADS_R10_DCA,190201,Copper River,"other canker agent, known (code pending)",11663,1049.67,0.375
ADS_R10_DCA,190201,Copper River,birch leafminer,7218,649.62,0.232
ADS_R10_DCA,190201,Copper River,willow leafblotch miner,6600,594.0,0.212
ADS_R10_DCA,190201,Copper River,northern spruce engraver,4383,394.47,0.141
ADS_R10_DCA,190201,Copper River,unknown canker,3982,358.38,0.128
ADS_R10_DCA,190201,Copper River,decline complex,3493,314.37,0.112
ADS_R10_DCA,190201,Copper River,spear-marked black moth,3165,284.85,0.102
ADS_R10_DCA,190201,Copper River,mud-land slide,1835,165.15,0.059
ADS_R10_DCA,190201,Copper River,winter injury,956,86.04,0.031
ADS_R10_DCA,190201,Copper River,wind-tornado/hurricane,466,41.94,0.015
ADS_R10_DCA,190201,Copper River,spruce aphid,336,30.24,0.011
ADS_R10_DCA,190201,Copper River,spruce budworm,294,26.46,0.009
ADS_R10_DCA,190201,Copper River,fire,217,19.53,0.007
ADS_R10_DCA,190201,Copper River,cottonwood leafminers,211,18.99,0.007
ADS_R10_DCA,190201,Copper River,unknown,149,13.41,0.005
ADS_R10_DCA,190201,Copper River,speckled green fruitworm,132,11.88,0.004
ADS_R10_DCA,190201,Copper River,snow-ice,63,5.67,0.002
ADS_R10_DCA,190201,Copper River,volcano,20,1.8,0.001
ADS_R10_DCA,190202,Prince William Sound,western blackheaded budworm,417394,37565.46,71.946
ADS_R10_DCA,190202,Prince William Sound,defoliators,40473,3642.57,6.976
ADS_R10_DCA,190202,Prince William Sound,spruce aphid,32033,2882.97,5.521
ADS_R10_DCA,190202,Prince William Sound,mortality,28009,2520.81,4.828
ADS_R10_DCA,190202,Prince William Sound,spruce beetle,20942,1884.78,3.61
ADS_R10_DCA,190202,Prince William Sound,dieback,13407,1206.63,2.311
ADS_R10_DCA,190202,Prince William Sound,flooding-high water,10965,986.85,1.89
ADS_R10_DCA,190202,Prince William Sound,decline complex,7113,640.17,1.226
ADS_R10_DCA,190202,Prince William Sound,unknown,4942,444.78,0.852
ADS_R10_DCA,190202,Prince William Sound,unknown defoliator,1974,177.66,0.34
ADS_R10_DCA,190202,Prince William Sound,unknown canker,730,65.7,0.126
ADS_R10_DCA,190202,Prince William Sound,wind-tornado/hurricane,564,50.76,0.097
ADS_R10_DCA,190202,Prince William Sound,Chrysomela leaf beetle,516,46.44,0.089
ADS_R10_DCA,190202,Prince William Sound,"other canker agent, known (code pending)",423,38.07,0.073
ADS_R10_DCA,190202,Prince William Sound,common porcupine,246,22.14,0.042
ADS_R10_DCA,190202,Prince William Sound,canker (general),201,18.09,0.035
ADS_R10_DCA,190202,Prince William Sound,mud-land slide,160,14.4,0.028
ADS_R10_DCA,190202,Prince William Sound,"other wilt, known (code pending)",31,2.79,0.005
ADS_R10_DCA,190202,Prince William Sound,willow leaf blotchminer,22,1.98,0.004
ADS_R10_DCA,190202,Prince William Sound,snow-ice,8,0.72,0.001
ADS_R10_DCA,190203,Kenai Peninsula,spruce beetle,4601569,414141.21,71.361
ADS_R10_DCA,190203,Kenai Peninsula,birch leafminer,737809,66402.81,11.442
ADS_R10_DCA,190203,Kenai Peninsula,unknown defoliator,254278,22885.02,3.943
ADS_R10_DCA,190203,Kenai Peninsula,defoliators,224725,20225.25,3.485
ADS_R10_DCA,190203,Kenai Peninsula,birch leafroller,113774,10239.66,1.764
ADS_R10_DCA,190203,Kenai Peninsula,spruce aphid,81901,7371.09,1.27
ADS_R10_DCA,190203,Kenai Peninsula,large aspen tortrix,71610,6444.9,1.111
ADS_R10_DCA,190203,Kenai Peninsula,spear-marked black moth,65463,5891.67,1.015
ADS_R10_DCA,190203,Kenai Peninsula,fire,58270,5244.3,0.904
ADS_R10_DCA,190203,Kenai Peninsula,large-spored spruce-Labrador tea rust,52465,4721.85,0.814
ADS_R10_DCA,190203,Kenai Peninsula,aspen leafminer,43348,3901.32,0.672
ADS_R10_DCA,190203,Kenai Peninsula,dieback,31682,2851.38,0.491
ADS_R10_DCA,190203,Kenai Peninsula,decline complex,29068,2616.12,0.451
ADS_R10_DCA,190203,Kenai Peninsula,flooding-high water,18366,1652.94,0.285
ADS_R10_DCA,190203,Kenai Peninsula,willow leaf blotchminer,12906,1161.54,0.2
ADS_R10_DCA,190203,Kenai Peninsula,western blackheaded budworm,11240,1011.6,0.174
ADS_R10_DCA,190203,Kenai Peninsula,hemlock sawfly,9927,893.43,0.154
ADS_R10_DCA,190203,Kenai Peninsula,Chrysomela leaf beetle,9209,828.81,0.143
ADS_R10_DCA,190203,Kenai Peninsula,unknown foliage or shoot disease,7957,716.13,0.123
ADS_R10_DCA,190203,Kenai Peninsula,canker (general),5066,455.94,0.079
ADS_R10_DCA,190203,Kenai Peninsula,wind-tornado/hurricane,3896,350.64,0.06
ADS_R10_DCA,190203,Kenai Peninsula,northern spruce engraver,3025,272.25,0.047
ADS_R10_DCA,190203,Kenai Peninsula,unknown canker,2966,266.94,0.046
ADS_R10_DCA,190203,Kenai Peninsula,"other canker agent, known (code pending)",2897,260.73,0.045
ADS_R10_DCA,190203,Kenai Peninsula,mud-land slide,2261,203.49,0.035
ADS_R10_DCA,190203,Kenai Peninsula,unknown,975,87.75,0.015
ADS_R10_DCA,190203,Kenai Peninsula,drought,759,68.31,0.012
ADS_R10_DCA,190203,Kenai Peninsula,northern spruce engraver and spruce beetle,727,65.43,0.011
ADS_R10_DCA,190203,Kenai Peninsula,spruce broom rust,409,36.81,0.006
ADS_R10_DCA,190203,Kenai Peninsula,cottonwood leaf beetle,383,34.47,0.006
ADS_R10_DCA,190203,Kenai Peninsula,"other defoliator, known (code pending)",269,24.21,0.004
ADS_R10_DCA,190203,Kenai Peninsula,unknown abiotic damage,191,17.19,0.003
ADS_R10_DCA,190203,Kenai Peninsula,follow-up 10,156,14.04,0.002
ADS_R10_DCA,190203,Kenai Peninsula,"other wilt, known (code pending)",83,7.47,0.001
ADS_R10_DCA,190203,Kenai Peninsula,bears,71,6.39,0.001
ADS_R10_DCA,190203,Kenai Peninsula,snow-ice,35,3.15,0.001
ADS_R10_DCA,190204,Knik Arm,birch leafminer,1822605,164034.45,46.964
ADS_R10_DCA,190204,Knik Arm,spruce beetle,1251772,112659.48,32.255
ADS_R10_DCA,190204,Knik Arm,defoliators,327264,29453.76,8.433
ADS_R10_DCA,190204,Knik Arm,unknown defoliator,156787,14110.83,4.04
ADS_R10_DCA,190204,Knik Arm,canker (general),77931,7013.79,2.008
ADS_R10_DCA,190204,Knik Arm,large aspen tortrix,73975,6657.75,1.906
ADS_R10_DCA,190204,Knik Arm,decline complex,61384,5524.56,1.582
ADS_R10_DCA,190204,Knik Arm,aspen leafminer,46828,4214.52,1.207
ADS_R10_DCA,190204,Knik Arm,dieback,33611,3024.99,0.866
ADS_R10_DCA,190204,Knik Arm,large-spored spruce-Labrador tea rust,15350,1381.5,0.396
